文件标题,时间,来源,文件编号,宗地编号,编号,地块位置,土地位置,土地面积(亩),土地面积(平方米),土地用途,成交价(万元),竞得人,公示期,联系单位,单位地址,邮政编码,联系电话,爬取地址url,唯一标识,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2015-07-09,山西省自然资源厅,,GK2015-9,,纬四街北侧鸣李段,,36.9180,,商服,4770,,2015年07月09日至2015年07月22日,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201507/t20150709_79349.shtml,c540b919e7fdd3feea067b36f44b28d6,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2015-07-09,山西省自然资源厅,,GK2015-10,,纬四街北侧鸣李段,,8.4980,,商服,1100,,2015年07月09日至2015年07月22日,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201507/t20150709_79349.shtml,c540b919e7fdd3feea067b36f44b28d6,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2015-07-09,山西省自然资源厅,,GK2015-13,,汇通路东侧使张段,,4.1922,,加油站,470,,2015年07月09日至2015年07月22日,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201507/t20150709_79349.shtml,c540b919e7fdd3feea067b36f44b28d6,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2015-07-09,山西省自然资源厅,,GK2015-15,,纬四街北侧鸣李段,,2.3306,,商服,300,,2015年07月09日至2015年07月22日,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201507/t20150709_79349.shtml,c540b919e7fdd3feea067b36f44b28d6,
太原市国土局关于SP-1512、SP-1528、SP-1530地块出让的结果公示,2015-07-15,山西省自然资源厅,,,,位于高新区，四至：长治路以东，晋阳街以北，规划路以西,位于高新区，四至：长治路以东，晋阳街以北，规划路以西,,25.29,商业,,山西龙泰投资集团有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201507/t20150715_79350.shtml,610802df847524840b12666289154361,
太原市国土局关于SP-1512、SP-1528、SP-1530地块出让的结果公示,2015-07-15,山西省自然资源厅,,,,位于晋祠路以西，四至：北至省中医学院用地，南至山西经济管理干部学院、西至大王路,位于晋祠路以西，四至：北至省中医学院用地，南至山西经济管理干部学院、西至大王路,,108.74,商业、住宅托幼、小学,,中国铁建房地产集团有限公司和中铁十二局集团房地产开发有限公司联合,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201507/t20150715_79350.shtml,610802df847524840b12666289154361,
太原市国土局关于SP-1512、SP-1528、SP-1530地块出让的结果公示,2015-07-15,山西省自然资源厅,,,,位于学府街以南，四至：北至学府街、南至师范街、西至坞城中路,位于学府街以南，四至：北至学府街、南至师范街、西至坞城中路,,41.55,商业、住宅托幼,,山西光信地产有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201507/t20150715_79350.shtml,610802df847524840b12666289154361,
太原市国土局关于SG-1532地块出让的结果公示,2015-07-29,山西省自然资源厅,,,,位于尖草坪区金桥街以南，四至：西至和平北路，东至规划路。,位于尖草坪区金桥街以南，四至：西至和平北路，东至规划路。,,44.47,居住，托幼,,山西钢兴房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201507/t20150729_79351.shtml,6d6c222d0b133c90b0681767558ed026,
太原市国土局关于SG-1533地块出让的结果公示,2015-07-29,山西省自然资源厅,,SG-1533,,万柏林区北中环以南、太原果树场以北以西、山西省国防汽车运输公司以东,万柏林区北中环以南、太原果树场以北以西、山西省国防汽车运输公司以东,6058.54,9.09,居住兼容商业,3100,山西天泓建房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201507/t20150729_79352.shtml,f0225e74730e1e95bd471b450c134fa9,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2015-08-28,山西省自然资源厅,,GK2015-17,,开发区太旧高速以南、南砖井段,,252.4421,,仓储,7080,,2015年08月28日至2015年09月11日,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201508/t20150828_79353.shtml,1fccfe927608df67d46712355ec618be,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2015-08-28,山西省自然资源厅,,GK2015-19,,使赵街以南、科创城规划的东环西路以东使赵段,,47.2879,,科研,1780,,2015年08月28日至2015年09月11日,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201508/t20150828_79353.shtml,1fccfe927608df67d46712355ec618be,
太原市国土局关于SG-1534地块出让的结果公示,2015-08-28,山西省自然资源厅,,,,位于正阳街以南、化章北街以北,位于正阳街以南、化章北街以北,,33.46,B29（科研）,,中联煤层气有限责任公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201508/t20150828_79354.shtml,a8a61bab973d6d3f9d497eac31627d03,
太原市局关于SWG-1535地块出让的结果公示,2015-09-02,山西省自然资源厅,,SWG-1535,,位于大井峪街以南，东至西中环绿化带，南至太化集团，西至大井峪村用地，北至太化集团用地,位于大井峪街以南，东至西中环绿化带，南至太化集团，西至大井峪村用地，北至太化集团用地,117331.13,176,住宅兼容商业,76670,太原化学工业集团房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201509/t20150902_79355.shtml,458a544ce30fb0e9a6494eedeffec12e,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2015-09-23,山西省自然资源厅,,GK2015-4,,晋中开发区使西路南侧北六堡段,,18.4086,,科研,700,,2015年09月23日至2015年10月12日,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201509/t20150923_79357.shtml,2b74eec403a26b237435e52f233c8c58,
太原市国土局关于SG-1523地块出让的结果公示,2015-09-25,山西省自然资源厅,,,,位于正阳街以南、化章北街以北,位于正阳街以南、化章北街以北,,18.72,B29（科研）,,晋能集团有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201509/t20150925_79359.shtml,d4394d69847075d74694143d53756436,
太原高新区土地分局协议出让公示,2015-09-28,山西省自然资源厅,,								2015-2							,,								东至山西省警卫局、南至振兴街、西至产业路、北至规划路							,,,,								其他普通商品住房用地							,,,,山西省国土资源厅太原高新技术开发区土地分局,太原高新区高新街32号,030006,0351-7036399,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201509/t20150928_79358.shtml,de6994ec878716ce66a3b3a2305f61db,
太原高新区土地分局协议出让公示,2015-09-28,山西省自然资源厅,,								0.57047							,,								70年							,,,,								2349.14							,,,,山西省国土资源厅太原高新技术开发区土地分局,太原高新区高新街32号,030006,0351-7036399,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201509/t20150928_79358.shtml,de6994ec878716ce66a3b3a2305f61db,
太原市国土局关于SG-1540地块出让的结果公示,2015-09-30,山西省自然资源厅,,,,位于杏花岭区杨家峪村太原东山煤矿有限公司周边,位于杏花岭区杨家峪村太原东山煤矿有限公司周边,,59.45,工业,,华能太原东山燃机热电有限责任公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201509/t20150930_79360.shtml,8852f069f9783ec8a7134bdebcb4d41a,
太原市局关于SP-1541、SP-1529两宗地块出让结果公示,2015-11-25,山西省自然资源厅,,SP-1541,,南中环以北 西中环路以西 四至:规划路以北 规划路以西 绿化带以东 规划路以南,南中环以北 西中环路以西 四至:规划路以北 规划路以西 绿化带以东 规划路以南,86180.66,129.27,小学商业住宅托幼,63070,山西晋泰瑞房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201511/t20151125_79361.shtml,72de8482a83c1479a5c98ec84d8616fe,
太原市局关于SP-1541、SP-1529两宗地块出让结果公示,2015-11-25,山西省自然资源厅,,SP-1529,,许坦西街69号 四至:东至省公路局 西至坞城西路 南至许坦西街 北至师范南街,许坦西街69号 四至:东至省公路局 西至坞城西路 南至许坦西街 北至师范南街,15389.55,23.08,商业住宅,19860,山西晋路房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201511/t20151125_79361.shtml,72de8482a83c1479a5c98ec84d8616fe,
太原市局关于SG-1542地块出让的结果公示,2015-11-25,山西省自然资源厅,,,,位于南至永祚西街、西至双塔北路、北至晨光上东小区、东至太原木器厂东昇小区用地。,位于南至永祚西街、西至双塔北路、北至晨光上东小区、东至太原木器厂东昇小区用地。,,11.52,居住兼容商业,,太原晨光房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201511/t20151125_79364.shtml,65b4dbbe0e7515962f47848ba582d492,
太原市局关于SG-1543地块出让的结果公示,2015-11-25,山西省自然资源厅,,,,位于山西省百货纺织品公司用地以东、敦化南路以西。,位于山西省百货纺织品公司用地以东、敦化南路以西。,,0.95,商业,,山西省百货纺织品公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201511/t20151125_79365.shtml,430625d343c253319160a6f7e1556c0c,
太原市局关于SWG-1544地块出让的结果公示,2015-11-25,山西省自然资源厅,,SWG-1544,,万柏林区西矿街232号，四至：南至市政宿舍、西至窊流村、北至太原市通途市政工程公司、东至清光巷,万柏林区西矿街232号，四至：南至市政宿舍、西至窊流村、北至太原市通途市政工程公司、东至清光巷,5707.32,8.56,住宅兼容商业,3640,山西裕昌房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201511/t20151125_79366.shtml,6018730b51dd513db7d28e8684313030,
太原市局关于SWG-1545地块出让的结果公示,2015-11-25,山西省自然资源厅,,SWG-1545,,迎泽西大街以北、山西医科大学第三医院以西、山西融恩房地产开发有限公司以东、以南,迎泽西大街以北、山西医科大学第三医院以西、山西融恩房地产开发有限公司以东、以南,2307.2,3.46,商业,2250,山西融恩房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201511/t20151125_79367.shtml,20eaf733e55ee5f1f7eb080d8c0a6956,
太原市局关于SWG-1548地块出让的结果公示,2015-11-27,山西省自然资源厅,,SWG-1548,,小店区马练营东路以西、武洛路以南,小店区马练营东路以西、武洛路以南,23519.42,35.28,B29(科研),1870,中国煤炭科工集团太原研究院有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201511/t20151127_79369.shtml,e932efe9be77e545481ba1f0d5f14f4f,
太原市局关于SG-1546地块出让的结果公示,2015-11-25,山西省自然资源厅,,,,位于尖草坪区，九丰路以东，太原市经济适用房发展中心以南，太原市北晨综合开发有限公司以西，太原市农业局以北,位于尖草坪区，九丰路以东，太原市经济适用房发展中心以南，太原市北晨综合开发有限公司以西，太原市农业局以北,,5.5,居住,,太原市龙城北部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201511/t20151125_79368.shtml,0509a83d0a57e5bf76ff3520f9191460,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2015-12-17,山西省自然资源厅,,GK2015-32,,龙湖街南侧和顺路西侧龙田段,,41.5746,,商住,7910,,2015年12月17日至2015年12月26日,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201512/t20151217_79370.shtml,8c29a51404e18078360c977e93a2b398,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2015-12-17,山西省自然资源厅,,GK2015-33,,龙湖街南侧经三路西侧龙田段,,3.8262,,住宅,,,2015年12月17日至2015年12月26日,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201512/t20151217_79370.shtml,8c29a51404e18078360c977e93a2b398,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2015-12-17,山西省自然资源厅,,GK2015-34,,龙湖街北侧龙田路西侧龙田段,,55.0553,,商服,8820,,2015年12月17日至2015年12月26日,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201512/t20151217_79370.shtml,8c29a51404e18078360c977e93a2b398,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2014-06-24,山西省自然资源厅,,土地面积(公顷),,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201406/t20140624_79311.shtml,c78d5b2ac742dc9ca3e4cf987ac4e012,
关于CG-1372地块出让的结果公示,2014-01-29,山西省自然资源厅,,CG-1372,,尖草坪区西张村、呼延村,尖草坪区西张村、呼延村,274830.16,412.24,商业住宅社会福利,32920,山西国信文化旅游投资发展有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140129_79297.shtml,355d273e1a45ff97f06a01a4c61131e1,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2013-05-15,山西省自然资源厅,,土地面积（公顷）,,出让年限,,,,成交价（万元）,,,,山西省国土资源厅晋中经济技术开发区土地分局 ,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707、18603512422,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201305/t20130515_79281.shtml,7b08bfed7f10059ef7ad557adaf763f6,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2013-07-12,山西省自然资源厅,,土地面积(公顷),,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707、18603512422,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201307/t20130712_79282.shtml,9c382fab1a95b67f0f47375afa5a9564,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2013-07-12,山西省自然资源厅,,备注：,,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707、18603512422,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201307/t20130712_79282.shtml,9c382fab1a95b67f0f47375afa5a9564,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2013-07-12,山西省自然资源厅,,土地面积(公顷),,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707、18603512422,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201307/t20130712_79282.shtml,9c382fab1a95b67f0f47375afa5a9564,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2013-07-12,山西省自然资源厅,,备注：,,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707、18603512422,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201307/t20130712_79282.shtml,9c382fab1a95b67f0f47375afa5a9564,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2013-07-12,山西省自然资源厅,,土地面积(公顷),,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707、18603512422,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201307/t20130712_79282.shtml,9c382fab1a95b67f0f47375afa5a9564,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2013-08-02,山西省自然资源厅,,土地面积(公顷),,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707、18603512422,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201308/t20130802_79283.shtml,9a129a120853dda8c2878532ca507284,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2013-08-23,山西省自然资源厅,,土地面积(公顷),,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707、18603512422,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201308/t20130823_79286.shtml,e7189ed4a9b02014ded5e4b17da8349d,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2013-08-23,山西省自然资源厅,,备注：,,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707、18603512422,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201308/t20130823_79286.shtml,e7189ed4a9b02014ded5e4b17da8349d,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2013-08-23,山西省自然资源厅,,土地面积(公顷),,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707、18603512422,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201308/t20130823_79286.shtml,e7189ed4a9b02014ded5e4b17da8349d,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2013-08-23,山西省自然资源厅,,备注：,,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707、18603512422,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201308/t20130823_79286.shtml,e7189ed4a9b02014ded5e4b17da8349d,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2013-08-23,山西省自然资源厅,,土地面积(公顷),,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707、18603512422,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201308/t20130823_79286.shtml,e7189ed4a9b02014ded5e4b17da8349d,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2013-08-23,山西省自然资源厅,,备注：,,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707、18603512422,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201308/t20130823_79286.shtml,e7189ed4a9b02014ded5e4b17da8349d,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2013-10-17,山西省自然资源厅,,土地面积(公顷),,出让年限,,,,成交价(万元),,,,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707、18603512422,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201310/t20131017_79287.shtml,8d8b324ffe41bc03019cb938441c5038,
关于CP-1369地块出让的结果公示,2014-01-07,山西省自然资源厅,,CP-1369,,滨河西路以西、纺织街以南、晋祠路以东、省高院用地以北。,滨河西路以西、纺织街以南、晋祠路以东、省高院用地以北。,33437.36,50.16,商业,90500,绿地集团太原置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140107_79289.shtml,79a54312c674f76e4c4a3c57132f9bac,
关于CWG-1354地块出让的结果公示,2014-01-07,山西省自然资源厅,,CWG-1354,,位于晋阳街以北，体育南路以东、军民路以西、山西新弘祺开发公司以北，山西新弘祺开发公司以南,位于晋阳街以北，体育南路以东、军民路以西、山西新弘祺开发公司以北，山西新弘祺开发公司以南,10486.84,住宅商业,住宅商业,9480,山西新弘祺房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140107_79290.shtml,4df7e3a0215dedf618b878024014e9c0,
关于CG-1363地块出让的结果公示,2014-01-20,山西省自然资源厅,,CG-1363,,小店区西温庄乡以南，四至：西至五号线、北至正阳街,小店区西温庄乡以南，四至：西至五号线、北至正阳街,11094.95,16.64,工业,840,太原市奇美实业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140120_79291.shtml,f2cb091cd58f1f0760cf424bedf78fbc,
关于CG-1366、CG-1367、CG-1368地块出让的结果公示,2014-01-20,山西省自然资源厅,,CG-1366,,杏花岭区迎春街以北，四至：北至新街南二巷、南至迎春街、东至太行路、西至规划路；,杏花岭区迎春街以北，四至：北至新街南二巷、南至迎春街、东至太行路、西至规划路；,22076.01,住宅、商业,住宅、商业,14730,太原市龙城北部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140120_79292.shtml,8c73f01c7c68986d179722439e691477,
关于CG-1366、CG-1367、CG-1368地块出让的结果公示,2014-01-20,山西省自然资源厅,,CG-1367,,杏花岭区迎春街以北，四至：北至凯旋街、南至新街南二巷、东至规划路、西至太行路,杏花岭区迎春街以北，四至：北至凯旋街、南至新街南二巷、东至规划路、西至太行路,16515.25,住宅、商业,住宅、商业,10750,太原市龙城北部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140120_79292.shtml,8c73f01c7c68986d179722439e691477,
关于CG-1366、CG-1367、CG-1368地块出让的结果公示,2014-01-20,山西省自然资源厅,,CG-1368,,杏花岭区迎春街以北，四至：北至新街南二巷、南至迎春街、东至规划路、西至太行路,杏花岭区迎春街以北，四至：北至新街南二巷、南至迎春街、东至规划路、西至太行路,32123.06,商业、住宅、托幼,商业、住宅、托幼,20000,太原市龙城北部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140120_79292.shtml,8c73f01c7c68986d179722439e691477,
关于CWG-1361地块出让的结果公示,2014-01-20,山西省自然资源厅,,CWG-1361,,小店区龙城大街以南新庄社区，东至西至规划路，南至北至山西万景源房地产开发公司用地,小店区龙城大街以南新庄社区，东至西至规划路，南至北至山西万景源房地产开发公司用地,6255.36,住宅商业,住宅商业,4590,山西万景源房地产开发有限责任公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140120_79293.shtml,09739fed70713c4bae5b9c32aaaf2b52,
关于CP-1364地块出让的结果公示,2014-01-22,山西省自然资源厅,,CP-1364,,长风商务区，东至太原市中心商务区管理中心用地，南至S17地块，西至太原市中心商务区管理中心用地，北至省招生考试管理中心,长风商务区，东至太原市中心商务区管理中心用地，南至S17地块，西至太原市中心商务区管理中心用地，北至省招生考试管理中心,20316.24,30.47,商业,33600,山西普润房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140122_79294.shtml,c9fc32052d9128fe0ee21a18a61d8570,
关于CG-1375地块出让的结果公示,2014-01-24,山西省自然资源厅,,CG-1375,,万柏林区晋峰城郊森林公园,万柏林区晋峰城郊森林公园,52248.25,78.372,住宅,6420,山西保源昌房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140124_79295.shtml,724de0e2abdd29360be9cb3a1d6d497d,
关于CG-1379地块出让的结果公示,2014-01-27,山西省自然资源厅,,CG-1379,,晋源区开化村、寺底村、石庄头村,晋源区开化村、寺底村、石庄头村,206979.72,310.47,商业住宅,22360,山西蒙山佛光旅游项目开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140127_79296.shtml,c92bd49ec0bdc6940a7d5d33c7e436ab,
关于CG-1380地块出让的结果公示,2014-01-30,山西省自然资源厅,,CG-1380,,赵庄新村、滨河东路以东、龙康街以北,赵庄新村、滨河东路以东、龙康街以北,55798.43,住宅、商业,住宅、商业,26031,恒大地产集团有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140130_79298.shtml,4266588de2ae4862673ad2b0fd0baf54,
关于CG-1381地块出让的结果公示,2014-01-30,山西省自然资源厅,,CG-1381,,赵庄新村、滨河东路以东、龙康街以北,赵庄新村、滨河东路以东、龙康街以北,81435.61,住宅、商业、小学、托幼,住宅、商业、小学、托幼,37961,恒大地产集团有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201401/t20140130_79299.shtml,cb6717c78d1404a1bcc4dac53c4318c1,
