文件标题,信息时间,正文标题,公告编号,出让时间,公告类型,地块编号,地块位置,土地用途,土地面积(公顷),出让年限,成交价(万元),受让单位,土地现状,土地使用条件,备注,公示期,联系方式,单位地址,邮政编码,联系电话,联系人,联系单位,电子邮件,爬取地址url,唯一标识,
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]2号,2018/7/6,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]2号,龙国土示字[2018]2号,,出让结果,2018拍-9,莲庄路南路与天马东路交叉口西北侧,中低价位、中小套型普通商品住房用地,7.0124,住宅70年、公共管理与公共服务用地50年,流拍,流拍,净地,现状,,2018年7月2日至2018年7月9日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5b7bbded-961b-4473-a6cf-06d08564dabf&CategoryNum=084001,953fe8c3c06c12fbf563341bd6f9f4c7
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]2号,2018/7/6,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]2号,龙国土示字[2018]2号,,出让结果,2018拍-10,龙腾南路与东发路交叉口东南角,住宅用地-城镇住宅用地（普通住宅）；出让年限：住宅70年,1.7648,住宅70年,19100,福建德兴集团房地产开发有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）；出让年限：住宅70年,2018年7月2日至2018年7月9日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5b7bbded-961b-4473-a6cf-06d08564dabf&CategoryNum=084001,953fe8c3c06c12fbf563341bd6f9f4c7
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]2号,2018/7/6,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]2号,龙国土示字[2018]2号,,出让结果,2018拍-11,龙工路与东发路交叉口北侧,住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商店，不含商业办公）；出让年限：商服40年，住宅70年,3.0965,商服40年，住宅70年,25500,厦门翎乾企业管理有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商店，不含商业办公）；出让年限：商服40年，住宅70年,2018年7月2日至2018年7月9日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5b7bbded-961b-4473-a6cf-06d08564dabf&CategoryNum=084001,953fe8c3c06c12fbf563341bd6f9f4c7
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]3号,2018/7/18,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]3号,龙国土示字[2018]3号,,出让结果,2018拍-13,紫金山体育公园,住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商店、生鲜超市，不含商业办公）；出让年限：住宅70年,4.8034,70年、40年,44600,福建省科鑫房地产开发有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商店、生鲜超市，不含商业办公）；出让年限：住宅70年,2018年7月17日至2018年7月24日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=8403367c-d408-4be7-9164-e02542f0dbb8&CategoryNum=084001,efd661fb889259910a6d0b03fdc727a6
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]4号,2018/8/16,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]4号,龙国土示字[2018]4号,,出让结果,2018拍-9,莲庄路南路与天马东路交叉口西北侧,中低价位、中小套型普通商品住房用地,7.0117,住宅70年、商服40年、公共管理与公共服务用地50年,68500,龙岩市土地发展经营有限公司,净地,现状,,2018年8月2日至2018年8月9日,,龙岩市新罗区莲新南路2号,364000,2212028,陈先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=22c5ce3a-879c-40aa-869d-4b43e55a4904&CategoryNum=084001,10bae2c58c97b11c25c52b9059ca89e3
上杭县国土资源局国有土地使用权招拍挂出让成交公示2018拍01,2018/8/23,上杭县国土资源局国有土地使用权招拍挂出让成交公示2018拍01,,,出让结果,2018拍01,上杭城区金山路与二环路交叉口西南侧地段,其他普通商品住房用地,5.7251,70年,33780,温州宏齐置业有限公司,,,,2018年08月19日至 2018年08月23日,,上杭县北环中路171号,364200,0597-3132818,王先生、邓女士,上杭县国土资源局,上杭县国土资源局,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=195910ba-85cc-4367-8ead-ce06b995e9ff&CategoryNum=084001,f9fca695645527bdfbcae415f66ff700
武平县国土资源局国有土地使用权招拍挂出让成交公示,2018/8/30,武平县国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,P2018-6,中赤乡中赤村杉树角,商务金融用地,0.1097,40年,63,国网福建武平县供电有限公司,,,,2018年08月30日 至 2018年09月05日 ,,平川镇西环路21-4号,364300,0597-4828082,钟先生,武平县国土资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=482ba120-bc6f-476f-89c6-82d859ea4626&CategoryNum=084001,08a44ce3be06927b45acfe39819755a9
龙岩市国土资源局国有土地使用权招拍挂出让成交公示,2018/9/12,龙岩市国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,2018挂-G04,西陂街道硿口、紫阳村腾外路北侧、北外环北侧,工业用地,5.0919,50年,1523,福建省格兰尼生物工程股份有限公司,净地,,,2018年9月11日至 2018年9月18日,,福建省龙岩市莲新南路2号,364000,0597-2291438,黄先生，陈小姐,龙岩市国土资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=b21553b3-7822-427f-8524-52e0e76cea49&CategoryNum=084001,391131728c69bcc8668b006c95057885
龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,2018/9/30,龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,龙国土示字[2018]5号,,出让结果,2018拍-15,漳龙高速东侧，金鸡路南侧，龙腾路西侧,中低价位、中小套型普通商品住房用地,6.0394,70年,83300,龙岩城发地产有限公司、龙岩汇金置业有限公司,净地,现状,,2018年9月30日至2018年10月12日,,龙岩市新罗区莲新南路2号,364000,2212028,廖先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=1fddaf57-2753-4eeb-a7bd-f1fbc34d9a87&CategoryNum=084001,6648d0962785fed25ee71c0b975e6076
龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,2018/9/30,龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,龙国土示字[2018]5号,,出让结果,2018拍-16,兴业路南侧、龙腾南路东侧,中低价位、中小套型普通商品住房用地,5.6845,商服40年、住宅70年、公共管理与公共服务用地50年,45000,龙岩厦鑫房地产开发有限公司,净地,现状,,2018年9月30日至2018年10月12日,,龙岩市新罗区莲新南路2号,364000,2212028,廖先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=1fddaf57-2753-4eeb-a7bd-f1fbc34d9a87&CategoryNum=084001,6648d0962785fed25ee71c0b975e6076
龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,2018/9/30,龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,龙国土示字[2018]5号,,出让结果,2018拍-17,西站北路东侧，青松路南侧,住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商场、商店，不含商业办公）；出让年限：商服40年、住宅70年,4.0267,商服40年、住宅70年,21600,蔡云玉,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商场、商店，不含商业办公）；出让年限：商服40年、住宅70年,2018年9月30日至2018年10月12日,,龙岩市新罗区莲新南路2号,364000,2212028,廖先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=1fddaf57-2753-4eeb-a7bd-f1fbc34d9a87&CategoryNum=084001,6648d0962785fed25ee71c0b975e6076
龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,2018/9/30,龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,龙国土示字[2018]5号,,出让结果,2018拍-18,西站北路东侧，青竹路北侧,中低价位、中小套型普通商品住房用地,4.1605,住宅70年、公共管理与公共服务用地50年,22300,龙岩厦鑫房地产开发有限公司,净地,现状,,2018年9月30日至2018年10月12日,,龙岩市新罗区莲新南路2号,364000,2212028,廖先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=1fddaf57-2753-4eeb-a7bd-f1fbc34d9a87&CategoryNum=084001,6648d0962785fed25ee71c0b975e6076
龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,2018/9/30,龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,龙国土示字[2018]5号,,出让结果,2018拍-15,漳龙高速东侧，金鸡路南侧，龙腾路西侧,中低价位、中小套型普通商品住房用地,6.0394,70年,83300,龙岩城发地产有限公司、龙岩汇金置业有限公司,净地,现状,,2018年9月30日至2018年10月12日,,龙岩市新罗区莲新南路2号,364000,2212028,廖先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=d7880d96-2cbf-42df-81c8-8cd7c83f8b4c&CategoryNum=084001,84b33f7f44d77286838285b76b116703
龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,2018/9/30,龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,龙国土示字[2018]5号,,出让结果,2018拍-16,兴业路南侧、龙腾南路东侧,中低价位、中小套型普通商品住房用地,5.6845,商服40年、住宅70年、公共管理与公共服务用地50年,45000,龙岩厦鑫房地产开发有限公司,净地,现状,,2018年9月30日至2018年10月12日,,龙岩市新罗区莲新南路2号,364000,2212028,廖先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=d7880d96-2cbf-42df-81c8-8cd7c83f8b4c&CategoryNum=084001,84b33f7f44d77286838285b76b116703
龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,2018/9/30,龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,龙国土示字[2018]5号,,出让结果,2018拍-17,西站北路东侧，青松路南侧,住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商场、商店，不含商业办公）；出让年限：商服40年、住宅70年,4.0267,商服40年、住宅70年,21600,蔡云玉,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商场、商店，不含商业办公）；出让年限：商服40年、住宅70年,2018年9月30日至2018年10月12日,,龙岩市新罗区莲新南路2号,364000,2212028,廖先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=d7880d96-2cbf-42df-81c8-8cd7c83f8b4c&CategoryNum=084001,84b33f7f44d77286838285b76b116703
龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,2018/9/30,龙岩市国土资源局国有土地使用权招拍挂出让成交公示-龙国土示字[2018]5号,龙国土示字[2018]5号,,出让结果,2018拍-18,西站北路东侧，青竹路北侧,中低价位、中小套型普通商品住房用地,4.1605,住宅70年、公共管理与公共服务用地50年,22300,龙岩厦鑫房地产开发有限公司,净地,现状,,2018年9月30日至2018年10月12日,,龙岩市新罗区莲新南路2号,364000,2212028,廖先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=d7880d96-2cbf-42df-81c8-8cd7c83f8b4c&CategoryNum=084001,84b33f7f44d77286838285b76b116703
武平县国土资源局国有土地使用权招拍挂出让成交公示,2018/10/15,武平县国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,P2018-7,原东门农贸市场,其他普通商品住房用地,0.231,70年,2000,林桂德,,,,2018年10月11日 至 2018年10月16日 ,,平川镇西环路21-4号,364300,0597-4828082,钟先生，童先生,武平县国土资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=02f68bb0-8b28-4c5b-8ee4-e0ed34a2ab5f&CategoryNum=084001,4e381233e884a3db46127a0bb07567b2
武平县国土资源局国有土地使用权招拍挂出让成交公示,2018/10/15,武平县国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,P2018-8,平川镇七坊村,其他普通商品住房用地,6.8375,70年,20000,上杭宏庄投资有限公司,,,,2018年10月11日 至 2018年10月16日 ,,平川镇西环路21-4号,364300,0597-4828082,钟先生，童先生,武平县国土资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=02f68bb0-8b28-4c5b-8ee4-e0ed34a2ab5f&CategoryNum=084001,4e381233e884a3db46127a0bb07567b2
武平县国土资源局国有土地使用权招拍挂出让成交公示,2018/10/15,武平县国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,P2018-7,原东门农贸市场,其他普通商品住房用地,0.231,70年,2000,林桂德,,,,2018年10月11日 至 2018年10月16日 ,,平川镇西环路21-4号,364300,0597-4828082,钟先生，童先生,武平县国土资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=343a9e6c-2bf2-440e-b0a1-f038504560ab&CategoryNum=084001,2e32cb0edc353f3babcf4a1440ccc72c
武平县国土资源局国有土地使用权招拍挂出让成交公示,2018/10/15,武平县国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,P2018-8,平川镇七坊村,其他普通商品住房用地,6.8375,70年,20000,上杭宏庄投资有限公司,,,,2018年10月11日 至 2018年10月16日 ,,平川镇西环路21-4号,364300,0597-4828082,钟先生，童先生,武平县国土资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=343a9e6c-2bf2-440e-b0a1-f038504560ab&CategoryNum=084001,2e32cb0edc353f3babcf4a1440ccc72c
武平县国土资源局国有土地使用权招拍挂出让成交公示,2018/10/16,武平县国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,G2018-10,武平县工业园区F06-2地块,工业用地,2,50年,206,武平拓岩密封件有限公司,,,,2018年10月11日 至 2018年10月16日 ,,平川镇西环路21-4号,364300,0597-4828082,钟先生，童先生,武平县国土资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=3c0be54e-1544-4cae-ace8-2939a7f16cd8&CategoryNum=084001,295d69b6f3bbf6b4070a2ae7e08e6e8f
龙岩市国土资源局国有土地使用权招拍挂出让成交公示,2018/10/17,龙岩市国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,2018挂-G05,西陂街道赤坑村、兴盛路南侧、龙达路西侧,工业用地,3.5608,50年,983,福建龙州工业园建设发展有限公司,净地,,,2018年10月17日 至 2018年10月22日 ,,福建省龙岩市莲新南路2号,364000,0597-2291438,黄先生，陈小姐,龙岩市国土资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7f93b126-d50b-41d6-b91a-38d5f0220fe4&CategoryNum=084001,25ba91f05d60b205bca4f8d2389885fb
龙岩市国土资源局国有土地使用权招拍挂出让成交公示,2018/10/29,龙岩市国土资源局国有土地使用权招拍挂出让成交公示,龙国土示字[2018]6号,,出让结果,2018拍-12,罗龙西路西侧，赤水溪东侧,中低价位、中小套型普通商品住房用地,1.8674,70年,9240,龙岩市新罗区土地发展有限公司,净地,现状,住宅用地-城镇住宅用地（普通住宅）、商服用地-批发零售用地（商场、商店、农贸市场，不含商业办公）；商服40年、住宅70年,2018年10月26日至2018年11月2日,,龙岩市新罗区莲新南路2号,364000,2212028,廖先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=16944aa9-a805-4812-ab2b-aaac9432b4db&CategoryNum=084001,c452b2719843314f25563a1281a7c3b7
龙岩市国土资源局国有土地使用权招拍挂出让成交公示,2018/10/29,龙岩市国土资源局国有土地使用权招拍挂出让成交公示,龙国土示字[2018]6号,,出让结果,2018拍-19,莲庄南路与浮东路交叉口东北角,住宅用地-城镇住宅用地（普通住宅）；出让年限：住宅70年,2.3825,住宅70年,16500,龙岩市土地发展经营有限公司,净地,现状,土地用途：住宅用地-城镇住宅用地（普通住宅）；出让年限：住宅70年,2018年10月26日至2018年11月2日,,龙岩市新罗区莲新南路2号,364000,2212028,廖先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=16944aa9-a805-4812-ab2b-aaac9432b4db&CategoryNum=084001,c452b2719843314f25563a1281a7c3b7
武平县国土资源局国有土地使用权招拍挂出让成交公示,2018/11/1,武平县国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,G2018-11,武平县工业园区H05-2-1地块,工业用地,2.4716,50年,250,福建凝聚力科技有限公司,,,,2018年10月22日 至 2018年10月29日 ,,平川镇西环路21-4号,364300,0597-4828082,钟先生，童先生,武平县国土资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=4b0b09f5-a2e0-44e4-93af-41f1ad631fdf&CategoryNum=084001,a0f87f2fd1137fa67e8d798c63935623
连城县国土资源局国有土地使用权招拍挂出让成交公示,2018/11/9,连城县国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,P2018-10,连城县西城文教片区,住宅用地—城镇住宅用地（普通住宅）；商服用地—批发零售用地（商店，且不含商业办公用地，商业建筑面积不超过计容面积的20%）；土地使用年限：商服用地40年，住宅用地70年.,0.07708,70年,245,福建万福恒泰房地产开发有限公司,净地,具备基本动工条件,土地用途：住宅用地—城镇住宅用地（普通住宅）；商服用地—批发零售用地（商店，且不含商业办公用地，商业建筑面积不超过计容面积的20%）；土地使用年限：商服用地40年，住宅用地70年.,2018年11月07日 至 2018年11月13日 ,,连城县东环北路28号,366200,0597-3320230、0597-3320231,江先生,建设用地管理股,lcgtly@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=6c62f111-aa50-4e1c-b913-b1327b528742&CategoryNum=084001,aaec046d48f2cdd646f1f9daba7aa726
连城县国土资源局国有土地使用权招拍挂出让成交公示,2018/11/9,连城县国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,P2018-9,连城县西城文教片区,住宅用地—城镇住宅用地（普通住宅）；商服用地—批发零售用地（商店，且不含商业办公用地，商业建筑面积不超过计容面积的20%）；土地使用年限：商服用地40年，住宅用地70年.,0.164032,70年,715,福建万福恒泰房地产开发有限公司,净地,具备基本动工条件,土地用途：住宅用地—城镇住宅用地（普通住宅）；商服用地—批发零售用地（商店，且不含商业办公用地，商业建筑面积不超过计容面积的20%）；土地使用年限：商服用地40年，住宅用地70年.,2018年11月07日 至 2018年11月13日 ,,连城县东环北路28号,366200,0597-3320230、0597-3320231,江先生,建设用地管理股,lcgtly@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=6c62f111-aa50-4e1c-b913-b1327b528742&CategoryNum=084001,aaec046d48f2cdd646f1f9daba7aa726
上杭县国土资源局国有土地使用权招拍挂出让成交公示-2018拍02,2018/11/16,上杭县国土资源局国有土地使用权招拍挂出让成交公示-2018拍02,,,出让结果,2018拍02,上杭城南片区原装饰板厂,其他普通商品住房用地,5.4878,70年,20020,福建金利房地产开发有限公司,,,,2018年11月14日 至 2018年11月18日 ,,上杭县北环中路171号,364200,0597-3132818,邓女士,上杭县国土资源局,                        上杭县国土资源局,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7e46c85e-9fbe-4dd0-97f8-422092142a71&CategoryNum=084001,9ff3884eaa339c63e642d4e7068419ae
连城县国土资源局国有土地使用权招拍挂出让成交公示,2018/11/30,连城县国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,G2018-13,连城县朋口工业集中区沈坑片区,化学原料及化学制品制造业,1.811812,50年,214,福建振新化学有限公司,净地,三通一平,,2018年11月30日,,连城县东环北路28号,366200,0597-3320230、0597-3320231,江先生,建设用地管理股,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=ec05590c-8e12-4c33-89d4-5f3186f92e06&CategoryNum=084001,2c1e36dc7ac1fac1cf566db20a3d303f
连城县国土资源局国有土地使用权招拍挂出让成交公示,2018/11/30,连城县国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,G2018-14,连城县庙前镇庙前工业集中区,医药制造业,0.3039,50年,36,龙岩台迈三略制药有限公司,净地,三通一平,,2018年11月30日,,连城县东环北路28号,366200,0597-3320230、0597-3320231,江先生,建设用地管理股,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=ec05590c-8e12-4c33-89d4-5f3186f92e06&CategoryNum=084001,2c1e36dc7ac1fac1cf566db20a3d303f
连城县国土资源局国有土地使用权招拍挂出让成交公示,2018/11/30,连城县国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,G2018-15,连城县莒溪镇厦庄村,木材加工及木、竹、藤、棕、草制品业,0.08985,20年,14,吴龙仁,净地,净地,,2018年11月30日,,连城县东环北路28号,366200,0597-3320230、0597-3320231,江先生,建设用地管理股,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=ec05590c-8e12-4c33-89d4-5f3186f92e06&CategoryNum=084001,2c1e36dc7ac1fac1cf566db20a3d303f
武平县国土资源局国有土地使用权招拍挂出让成交公示,2018/12/14,武平县国土资源局国有土地使用权招拍挂出让成交公示,,,出让结果,P2018-9,平川镇政协巷及周边,其他商服用地,1.9435,40年,10600,武平县天然文化旅游投资有限公司,,,,2018年12月13日 至 2018年12月18日 ,,武平县平川镇环城西路21-4,364300,0597-4828082,钟先生,武平县国土资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=b11af666-aca5-497d-a17a-56eb285fc22c&CategoryNum=084001,479be18c4b97816aba557dbf01416e97
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]7号,2018/12/17,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]7号,龙国土示字[2018]7号,,出让结果,2018拍-20,华莲小区北侧，富健新村西侧,公共管理与公共服务用地,0.4107,50年,2460,福建清河斋投资发展有限公司,净地,净地,,2018年12月17日至2018年12月24日,,龙岩市新罗区莲新南路2号,364000,2212028,廖先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=c2bce6c0-848e-4ef2-afde-9a312acc9124&CategoryNum=084001,19fa894a9af3218703a48b443ce07d71
龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]7号,2018/12/17,龙岩市国土资源局国有土地使用权招拍挂出让成交公示龙国土示字[2018]7号,龙国土示字[2018]7号,,出让结果,2018拍-21,天马东路与西翠路交叉口西南侧,公共管理与公共服务用地,0.6569,50年,1800,马翔,净地,净地,,2018年12月17日至2018年12月24日,,龙岩市新罗区莲新南路2号,364000,2212028,廖先生、林先生,龙岩市国土资源局用地科,lytdlyk@163.com,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=c2bce6c0-848e-4ef2-afde-9a312acc9124&CategoryNum=084001,19fa894a9af3218703a48b443ce07d71
龙岩市永定区国土资源局国有建设用地使用权挂牌出让成交公示,2018/12/28,龙岩市永定区国土资源局国有建设用地使用权挂牌出让成交公示,,,出让结果,2018-挂-20,坎市镇坎市街居委会,其它,2.5042,50年,290,龙岩市越丰高岭矿业有限公司,净地,,,2018年12月28日 至 2019年01月06日 ,,福建省龙岩市永定区凤城街道南通路70号,364100,0597-3011915,土地利用股工作人员,龙岩市永定区国土资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=83de461d-ea49-4962-9d59-408b7f90c428&CategoryNum=084001,0f3f50c7537210a3404f2fb0f3ce8d24
龙岩市永定区国土资源局国有建设用地使用权挂牌出让成交公示,2018/12/28,龙岩市永定区国土资源局国有建设用地使用权挂牌出让成交公示,,,出让结果,2018-挂-21,湖山乡三来村,工艺品及其他制造业,0.212,50年,24,李秋华,净地,,,2018年12月28日 至 2019年01月06日 ,,福建省龙岩市永定区凤城街道南通路70号,364100,0597-3011915,土地利用股工作人员,龙岩市永定区国土资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=83de461d-ea49-4962-9d59-408b7f90c428&CategoryNum=084001,0f3f50c7537210a3404f2fb0f3ce8d24
武平县自然资源局国有土地使用权招拍挂出让成交公示,2019/1/28,武平县自然资源局国有土地使用权招拍挂出让成交公示,,,出让结果,G2018-13,武平县工业园区F05-1地块,工业用地,1.6275,50年,168,武平龙兴科技有限公司,,,,2019年1月25日 至 2019年1月30日 ,,平川镇西环路21-4号,364300,0597-4828082,钟先生，童先生,武平县自然资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=47952285-aed1-4a61-8d3e-fb4b26c5529f&CategoryNum=084001,b1488efefb60b334fd0083bd926073d2
武平县自然资源局国有土地使用权招拍挂出让成交公示,2019/1/28,武平县自然资源局国有土地使用权招拍挂出让成交公示,,,出让结果,G2018-14,武平高新区（十方）A27-2地块,工业用地,1.3645,50年,140,福建省力菲克生物技术有限公司,,,,2019年1月25日 至 2019年1月30日 ,,平川镇西环路21-4号,364300,0597-4828082,钟先生，童先生,武平县自然资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=47952285-aed1-4a61-8d3e-fb4b26c5529f&CategoryNum=084001,b1488efefb60b334fd0083bd926073d2
武平县自然资源局国有土地使用权招拍挂出让成交公示,2019/1/28,武平县自然资源局国有土地使用权招拍挂出让成交公示,,,出让结果,G2018-13,武平县工业园区F05-1地块,工业用地,1.6275,50年,168,武平龙兴科技有限公司,,,,2019年1月25日 至 2019年1月30日 ,,平川镇西环路21-4号,364300,0597-4828082,钟先生，童先生,武平县自然资源局,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=6a793eef-88de-4a1d-b439-7a6c646a179b&CategoryNum=084001,8e87a0397737234f6cdcf6b45cc9b122
