文件标题,信息时间,土地位置,用途,土地面积(m),总计容建筑面积(m2),最大建筑密度,绿地率,出让价款起始价(万元),投标竞买保证金(万元),编号,产业类别,可建面积(m2)或容积率,投资强度(万元/公顷),产出要求(万元/公顷),备注,获取出让文件时间,获取出让文件地点,报名时间,报名地点,保证金截止时间,确认竞买资格时间,联系地址,联系电话,联系人,爬取时间,爬取地址url,唯一标识
沙坪坝区西永Aj组团Aj分区Aj02-8-1/03号宗地(公告序号：G19050）公开出让公告,2019/10/17,|沙坪坝区西永Aj组团Aj分区Aj02-8-1/03号宗地,|二类工业用地,,,,,,,,|汽车零部件及配件制造,,,,1、土地面积以实测为准。2、G19050宗地：环保要求详见《重庆市沙坪坝区生态环境局关于西永Aj组团Aj分区Aj02-8-1/03地块环保要求的复函》。3、G19050宗地以网上交易方式出让。,2019年10月17日12：00至2019年11月6日12：00,http://os.ezca.org:8001/easyca/netpay/,在2019年10月17日12：00至2019年11月6日12：00,,2019年11月6日12：00,2019年11月6日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191017/820bb92a-8986-415e-bdec-ed751e16f2de.html,e34d95d6297eaceeb2c812bc8e0b5915
两江新区鱼嘴组团F分区F20-2-1/03、F21-1/03号宗地(公告序号：G19049)公开出让公告,2019/10/17,|两江新区鱼嘴组团F分区F20-2-1/03、F21-1/03号宗地,|港口码头用地,,,,,,,,|/,,,,1、土地面积以实测为准。2、G19049宗地：环保要求详见重庆市生态环境局两江新区分局《关于两江新区鱼嘴组团F分区F20-21-03、F21-1-03号宗地建设项目环保意见的函》（渝环两江函[2019]220号）。3、G19049宗地以网上交易方式出让。,2019年10月17日12：00至2019年11月6日12：00,http://os.ezca.org:8001/easyca/netpay/,在2019年10月17日12：00至2019年11月6日12：00,,2019年11月6日12：00,2019年11月6日12：00,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,王先生,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191017/2f1ff720-098e-475c-a556-f3ed10416e63.html,64b58a6867987d7f5a5c396255eabd9d
江北区大石坝组团G分区G4-2/02、G4-3/02、G14-5/03号宗地(公告序号：19139)公开出让公告,2019/10/17,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191017/1bae51ec-108a-49f2-8538-59732e70a9b0.html,77fab2620dcc451f55f92949c51ed058
足规资告字[2019]23号宗地编号1802号宗地出让,2019/10/18,|                                    龙水镇酱园厂片区三期                                                       ,,|9035平方米,,,,,,|                                    1802                                   ,,,|                                    万元/公顷                                   ,,|                                    其他需要说明的宗地情况：1、以上宗地土地用途为商业用地（B1），相应规划条件认真详见《重庆市大足区规划局关于龙水镇酱园厂片区三期地块建设用地规划条件的复函》（大足规函〔2015〕76号）；2、出让年限为商业40年；3、该宗土地出让总价款为5871.76万元。4、出让价款中不含土地交易契税。5、地上建筑总规模小于27105平方米；6、出让公告同时在中国土地市场网、重庆市大足区公共资源综合交易网（网址：http://ggzyjy.dazu.gov.cn）发布。                                          , 2019年10月28日至 2019年11月18日, 重庆市大足区公共资源综合交易服务中心, 2019年10月28日至 2019年11月18日,,2019年11月18日17时00分,2019年11月18日17时00分,重庆市大足区市民中心二楼重庆市大足区公共资源综合交易服务中心 大足区规划和自然资源局,,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191121/dd32d92c-fae0-48f4-845a-7653e2acfbfe.html,221842fcdbf94bd9eff9efc92d30e770
沙坪坝区西永组团U分区U7-1-2/04号宗地(公告序号：19141)公开出让公告,2019/10/18,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191018/45e9f09a-2dfd-41ce-9b33-0b459cc027b9.html,83382bc0904f0ae70eed8d4238cc2a05
垫江县工业园区澄溪组团内dj2019-11-027号地块使用权挂牌出让公告,2019/10/18,,|工业,,,,,,,|dj2019-11-027,,,,,,,,,,,,,,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191021/c99b2a30-00a4-4606-8362-c393a5727f1a.html,756cbb34be044e5ba6aea0d85e6e94c6
重庆市武隆区规划和自然资源局国有土地使用权公开公告出让公告（武隆规资告字﹝2019﹞5号）,2019/10/21,|武隆区仙女山镇石梁子社区大坪居民小组|武隆区仙女山镇石梁子社区钻天铺、鹿子堡居民小组,,|39265平方米|62759平方米,,,,,,|WL2019-2-2号|WL2019-2-3号,,,|万元/公顷|万元/公顷,,|1.本宗地规划用途为二类居住用地（R2），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为4416.2104万元（不另设底价）。|1.本宗地规划用途为二类居住用地（R2），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为5983.8238万元（不另设底价）。,2019年10月09日至2019年10月28日,重庆市武隆区公共资源综合交易中心,2019年10月09日至2019年10月28日,,2019年10月28日17时00分,2019年10月28日17时00分,,,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/20200426/5c9f2845-0a8a-49bc-ab4b-51afc793ba49.html,d47ce5e3fe6ecdb3ac17740c47cf1c29
2019-RC-1-16号国有建设用地使用权挂牌出让公告,2019/10/22,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191031/cc85f1bf-ec25-42fe-a794-80df5e7c70f5.html,37c565db78985605a5678e40fda06b07
重庆市开州区国有建设用地使用权挂牌出让公告,2019/10/24,,,,,,,,,,,,,,,,,,,2019年11月13日15时30分,2019年11月13日15时30分,,,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191108/a42d1895-e9af-434b-ae2b-62133405d865.html,77ab7edf16a996716ba24e698b9354b2
重庆市开州区国有建设用地使用权出让公告,2019/10/24,,,,,,,,,,,,,,,,,,,2019年11月14日15时30分,2019年11月14日15时30分,,,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191108/43eec356-6d05-4769-9c57-2661f544a42b.html,60ac101aca5e23084d8cce098c00549b
巫山县骡坪镇路口村采石场建筑石料用灰岩矿（GC19034）-公告信息,2019/10/24,,,,,,,,,,,,,,,,http://os.ezca.org:8001/easyca/netpay/,,,,,,,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001002/20191024/8f9be903-a070-44d8-b05e-8e0538fcb7f7.html,e5e24c63f06685d730c034e161ac4506
亮水坪组团A08-0203号地块国有建设用地,2019/10/25,,,,,,,,,|YUNYANG-1-出让-72号,,,,,,,,,,,,云阳县公共资源交易服务中心,18166411999|55522337,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191029/1b12ab08-c872-46b5-9eca-e5f2a831820a.html,f50af3c27569d57498f23eaea96d82e2
国有土地使用权公开公告出让公告,2019/10/25,|                 ,|城镇住宅用地,,,,|                  ≥30%                  ,,,|                  TN2019-38                  宗地     ,,,|                  /                  ,,|                  宗地出让起始价140万元/亩，规划用途为城二类居住用地（R2），建设用地面积39588.43㎡，容积率不大于1.2，计容建筑面积不得超过47506.12㎡，停车位配建标准按计容建筑面积100㎡建筑面积配建1个。宗地为纯住宅用地，不兼容商业等其他用地，不得布置商业用房。按照《重庆市地票管理办法》规定，宗地出让应补充地票59.38亩，由重庆市潼南区大佛寺景区管委会负责自成交次日起30日内足额补充。竞得人须自成交次日起10个工作内持成交确认书向出让人申请签订土地出让合同（在区行政审批服务大厅提交申请资料），自土地出让合同签订之日起30日内一次性缴清土地价款。竞得人逾期未申请签订土地出让合同的视为自动放弃，出让人将终止供地并没收竞得人缴纳的保证金；竞得人未按照合同约定按时支付土地价款的，出让人将解除合同、没收定金并终止供地。宗地由重庆市潼南区大佛寺景区管委员会负责自成交次日起半年内向竞得人移交土地。            , 2019年10月25日至2019年11月13日, 重庆恒升拍卖有限公司,2019年10月25日至2019年11月13日,,2019年11月13日16时30分,2019年11月13日16时30分,重庆市潼南区公共资源交易中心,,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191030/48ee46ba-16f0-4fd4-9519-69e643a61170.html,d0842fa6863ccfa1caf1a2d8e7bf38a0
黄石镇SH-A05-06号地块国有建设用地,2019/10/25,,,,,,,,,|YUNYANG-5-出让-4号,,,,,,,,,,,,云阳县公共资源交易服务中心,18166411999|55522337,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191029/41726945-ac59-4298-8d9f-749e8410a007.html,a7e56ebcf1d4812c43364f55b9b3d0a9
奉节县草堂镇七里柑子社区FJ-03-38号地块国有建设用地使用权出让,2019/10/25,|                  奉节县草堂镇柑子社区                         ,,|53215.8平方米,,,,,,|                  FJ-03-38                 ,,,|                  万元/公顷                 ,,|                               （二）其他规划条件和要求 1.各类规划控制线及其控制要求见用地红线图。2.停车位等其他控制指标按《重庆市城市规划管理技术规定》（2018年版）执行，停车位需按相关规定设置充电设施或者预留建设安装条件。3.需按有关规定配套建设物业管理用房和社区组织用房。4.该项目设计方案需进行多方案比选。5.该项目设计方案比选时需按相关规定提交三维仿真电子模型。6.该项目在实施外立面之前需进行外立面样墙现场确认。7.总建筑规模以批准的设计方案为准。8.地下建筑规模以批准的设计方案为准（建设竣工后须按当时政策规定补缴地价款）。9.本建设项目还须遵循《建设用地规划许可证》及附件附图或《建设工程规划许可证》及其附件附图中明确的其他规划要求和我市城乡规划管理相关规定。10.必须按“一星级”以上标准配套智慧小区的相关信息与服务设施设备。 , 2019年10月25日 至 2019年11月14日12时00分前 ,,,,,,奉节县公共资源交易中心,交易中心023-56683395,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191028/f0f1f84a-dac6-409c-bd14-b286905d7288.html,c5e820639501b41b7d33c187ca8eede9
国有土地使用权公开公告出让公告,2019/10/25,|                 ,|城镇住宅用地,,,,|                  ≥30%                 ,,,|                  TN2019-37                  宗地     ,,,|                  /                  ,,|                  宗地出让起始价180万元/亩，规划用途为城二类居住用地（R2），建设用地面积3795.12㎡，容积率不大于2，计容建筑面积不得超过7590.24㎡，需在西侧配建用地面积不小于50㎡的临街独立公厕一座。按照《重庆市地票管理办法》规定，宗地出让应补充地票5.7亩，由竞得人负责自成交次日起30日内足额补充。竞得人须自成交次日起10个工作内持成交确认书向出让人申请签订土地出让合同（在区行政审批服务大厅提交申请资料），自土地出让合同签订之日起30日内一次性缴清土地价款。竞得人逾期未申请签订土地出让合同的视为自动放弃，出让人将终止供地并没收竞得人缴纳的保证金；竞得人未按照合同约定按时支付土地价款的，出让人将解除合同、没收定金并终止供地。宗地由重庆市潼南高新区管委员会负责自成交次日起半年内向竞得人移交土地。            , 2019年10月25日至2019年11月13日, 重庆恒升拍卖有限公司,2019年10月25日至2019年11月13日,,2019年11月13日16时30分,2019年11月13日16时30分,重庆市潼南区公共资源交易中心,,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191030/edde5b5b-603a-4498-817b-b012f2553fc3.html,c719fccdb4ee6bee0b610d7141b0faf4
潼南区新胜镇铁线村一社砖瓦用页岩（GC19035）-公告信息,2019/10/25,,,,,,,,,,,,,,,,http://os.ezca.org:8001/easyca/netpay/,,,,,,,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001002/20191025/485989e6-67ba-4ac7-9e2b-28ffddf8ffb5.html,7918e397c7b4bd169897d66269c001c8
潼南区卧佛镇文曲村六社砖瓦用页岩（GC19036）-公告信息,2019/10/25,,,,,,,,,,,,,,,,http://os.ezca.org:8001/easyca/netpay/,,,,,,,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001002/20191025/2081aa76-acd8-4404-952b-537c045ac23d.html,b073a1424b366a91517124367ac59a67
潼南区古溪镇龙井村四社砖瓦用页岩（GC19037）-公告信息,2019/10/25,,,,,,,,,,,,,,,,http://os.ezca.org:8001/easyca/netpay/,,,,,,,,2020/4/28 14:09,https://www.cqggzy.com/xxhz/014004/014004001/014004001002/20191025/d9234d0d-6744-4902-9647-5f5345b22bb1.html,04e974d4515a518993cc1b3200f71c8f
南岸区弹子石组团A分区A2-2-1/06、A2-2-2/06、A14-1/06号宗地(公告序号：19143)公开出让公告,2019/10/26,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191026/b535a911-b737-46c7-98a2-4146e186f866.html,886793ed3a7dddb430851e639cf9ce15
南岸区弹子石组团A分区A5-1-1/06、A5-1-2/06、A13-4/06、A14-4/06号宗地(公告序号：19142)公开出让公告,2019/10/26,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191026/5292b77c-fa1b-4641-aac6-9f2d7eb2f882.html,06095201da96d3254307f7ab1540c437
亮水坪组团A11-01 03号地块国有建设用地,2019/10/28,,,,,,,,,|YUNYANG-1-出让-71号,,,,,,,,,,,,云阳县公共资源交易服务中心,18166411999|55522337,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191029/8830c85e-4399-44ce-9211-0c17502832b9.html,26484d23354f41785429ad4991b751aa
黄石镇SH-A05-03号地块国有建设用地,2019/10/25,,,,,,,,,|YUNYANG-5-出让-5号,,,,,,,,,,,,云阳县公共资源交易服务中心,18166411999|55522337,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191029/2ac84cd5-354e-4564-b2ca-b0ea3b9d808b.html,5c9a7ec65b670c4102030481b8947b6f
大渡口区大渡口组团F分区F9-10号宗地(公告序号：19144)公开出让公告,2019/10/29,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191029/f3280937-04d1-48a5-a354-9df53b2adb0e.html,ac96c3b489472a18071be2a4cbe20ac2
大渡口区大渡口组团F分区F10-1、F10-4-1、F10-4-2、F10-6号宗地(公告序号：19145)公开出让公告,2019/10/29,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191029/ab7e20cb-5073-4eed-968c-14c3dbc7327b.html,34f019405270b512ae0e302ee11912aa
大渡口区大渡口组团F分区F10-2、F10-3、F11-6-1、F11-6-2号宗地(公告序号：19146)公开出让公告,2019/10/29,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191029/1112d93f-5236-4668-8992-80d457092cbc.html,0dbb97792adbd9e2aa7df927140ddf5b
梁平区国有建设用地使用权出让（LP-1-393）,2019/10/30,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191206/49872b87-3afa-4253-8205-8db8e07cff5e.html,f6c4a5f61ad53ae105cc455f90d6c26e
重庆市武隆区规划和自然资源局国有土地使用权公开公告出让公告（武隆规资告字﹝2019﹞7号）,2019/10/29,|武隆区仙女山镇石梁子社区大坪居民小组,,|39265平方米,,,,,,|WL2019-2-2号,,,|万元/公顷,,|1.本宗地规划用途为二类居住用地（R2），出让年限为住宅70年，商业40年。2.具体规划条件和要求以规划部门审批的为准。3.该宗地起始价为4416.2104万元（不另设底价）。,2019年10月29日至2019年11月18日,重庆市武隆区公共资源综合交易中心,2019年10月29日至2019年11月18日,,2019年11月18日17时00分,2019年11月18日17时00分,,,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/20200426/dcbc2003-00f5-4474-b907-b0c3e5848b40.html,aa6c7fe6ddf283fd6e5f1cc41750f71d
梁平区国有建设用地使用权出让（LP-1-379）,2019/10/30,,|二类居住用地,,,,,,,|LP-1-379号,,,,,,,,,,,,,,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191105/770b0f26-3aa3-4c73-afc4-61665206c547.html,9e2e3cf937a0d619ec2f12bf9bfdd369
梁平区国有建设用地使用权出让（LP-1-390）,2019/10/30,,|工业用地,,,,,,,|LP-1-390号,,,,,,,,,,,,,,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191206/68eda269-3622-4291-bba9-5a9cac3d1734.html,f03407fc0aaceab41f3a8efc1d6b8e71
垫江工业园区澄溪组团内dj2019-11-029地块使用权挂牌出让公告,2019/10/31,,|工业,,,,,,,|dj2019-11-029,,,,,,,,,,,,,,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191101/933a8399-6c3e-49b3-baea-6e8301416dce.html,3ef7207a38e3e6eb66a20785a2754cad
北部新区X-D01-02/03号地块国有建设用地,2019/10/31,,,,,,,,,|YUNYANG-2-出让-86号,,,,,,,,,,,,云阳县公共资源交易服务中心,18166411999|55522337,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191101/35d2352e-f58f-417e-83b3-ec62ad9d9bad.html,7abf4447c540c742d35594e8df5db3a5
垫江工业园区城北组团内dj2019-1-031地块使用权挂牌出让公告,2019/10/31,,|工业,,,,,,,|dj2019-1-031,,,,,,,,,,,,,,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191101/777a7b62-3388-4fda-8561-093629cb3912.html,1a9aaf0d72795092f16be5abf2f511a7
2019-RC-1-44号国有建设用地使用权公开出让公告,2019/11/1,,,,,,,,,,,,,,,,,,,,,,46789811,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191121/bcb72596-bd5a-46bb-817f-4513e8e80ce6.html,7471663d594e44bdb1f6a875fbe97c83
两江新区龙兴组团M分区M22-1/03、M25-1/03、M27-1号宗地(公告序号：19137)公开出让公告,2019/9/30,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190930/fb15cd48-b287-4115-bbb3-29d4c9c189bf.html,c09a2e016e04533e6cecd0243211a93d
奉节县康乐镇横路村FJ-06-17号宗地国有建设用地使用权公开出让,2019/9/27,|                  康乐镇横路村                         ,|仓储用地,|102629平方米,,,|                  /                 ,,,|                  FJ-06-17                 ,,,|                  万元/公顷                 ,,,2019年9月27日至 2019年10月17日12时00分前,,,,,,奉节县公共资源交易中心,交易中心023-56683395 县规划和自然资源局023-56551210,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190929/b39231e9-0d09-4efe-bf2c-a4e5a0d29ae5.html,1040e027331f310e441d2dc0aa1e828f
梁平区国有建设用地使用权出让（LP-1-385）,2019/9/27,,,,,,,,,,,,,,,,,,,,,,,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191105/4549abda-be6a-4b85-a181-dc23505adf84.html,8806b1e5dab0c72521b9f51c92ab13db
国有建设用地使用权（LP-1-384号）挂牌出让公告,2019/9/27,,|工业用地,,,,,,,|LP-1-384号,,,,,,,,,,,,,,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191105/8e3ce850-64ef-4ce4-a807-6280b60ee7ac.html,b2b0485f8527a41801911c8925115815
九龙坡区大杨石组团Q分区QF2-1-4/08号宗地(公告序号：19134)公开出让公告,2019/9/28,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190928/3fef997f-f045-43d3-9d4a-716afa54a328.html,e4beb0d8cd4612d8585703ce385caca6
中心城区A12-07/01号地块国有建设用地,2019/9/29,,,,,,,,,|YUNYANG-1-出让-69号,,,,,,,,,,,,云阳县公共资源交易服务中心,18166411999|55522337,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191016/7ebf3a59-8d9c-427a-9b6a-53ca9e3fc264.html,9c34bee558381ec821e4fd3acbaa1624
江津区四面组团A-01-21号地块国有建设用地 使用权公开出让公告,2019/9/29,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘西门路143号|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190930/ed377bd7-360d-46ce-9275-8aa0e5f89ea3.html,0f227cb7a82ee64f9c6ebb9c52630ece
九龙坡区西永组团O分区O10-3/03号宗地(公告序号：19135)公开出让公告,2019/9/28,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190928/f804c618-3a0b-4a2e-9ab3-7353b520bc8a.html,f6f65ad1d256dd4eb44115aa53dedefc
北部新区X-F10-06/04号地块国有建设用地,2019/9/29,,,,,,,,,|YUNYANG-2-出让-85号,,,,,,,,,,,,云阳县公共资源交易服务中心,18166411999|55522337,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191016/7aeeee1e-3cf7-4644-82b6-515c43a67864.html,76ae9b6f7d2d8e850f7566d528a692ec
梁平区国有建设用地使用权出让（LP-1-351号）,2019/9/29,,|二类居住用地,,,,,,,|LP-1-351号,,,,,,,,,,,,,,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191105/67247bf1-0dec-4085-ba0a-3752ffdf2b41.html,22989d28fc70ca0a900c521a475a7858
江津区支坪镇A11-1/01号-01地块国有建设用地使用权公开出让公告,2019/9/30,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘交易中心大楼|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191008/87d2ee33-343e-42fb-87d2-ab51f9937f34.html,7fbd7becf04ff1beffb6cf78b7126b0c
江津区支坪镇B1-2/01号-01地块国有建设用地使用权公开出让公告,2019/9/30,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘交易中心大楼|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191008/f26c704a-8c4d-454e-a7ea-2edac7ba1cfa.html,8c7ec450c195bd48efb7b34e4ac46866
足集土告字〔2019〕20号宗地编号ZJ07-1935号宗地出让,2019/9/30,|                                    大足区三驱镇大桥村4组                                                       ,|商服用地,,,,,,,|                                    ZJ07-1935                                   ,,,,,,2019年9月30日 至2019年10月14日,重庆市大足区公共资源综合交易服务中心,,,2019年10月14日17时00分,2019年10月14日17时00分,重庆市大足区公共资源综合交易服务中心 ,,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191017/88b9270e-5b5c-4788-8da6-79d0bf67499b.html,18da97fb41c63238ca94a9e3182bce91
江津区支坪镇A9-2/01地块国有建设用地使用权公开出让公告,2019/9/30,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘交易中心大楼|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191008/418004d6-ef05-40db-9fd1-4778e332847f.html,771fc4c5bce0b83a5517d555521528fa
南川交易（土地）告字〔2019〕15号 重庆市南川区公共资源综合交易中心 国有建设用地使用权挂牌出让公告 南川交易（土地）告字〔2019〕15号,2019/9/30,,,,,,,,,|NC2019让-1-2-2,,,,,,,,,,,,,,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191126/24e1e3ef-cf0e-458d-862a-7590f6fa90e5.html,cc2bdb75aad8a9a7ecaa12ff336a819c
渝北区人和组团B标准分区B31-4号宗地(公告序号：19136)公开出让公告,2019/9/30,,,,,,,,,,,,,,,,,,,,,重庆市渝北区青枫北路6号渝兴广场B9、B10栋,63628117,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20190930/d840be21-f761-44b7-8a6c-9e7c43abd692.html,6a9efb7d1847bced2e77861d50d721ca
江津区支坪镇C6-1/01地块国有建设用地使用权公开出让公告,2019/9/30,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘交易中心大楼|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191008/babcbe0d-5dcb-456a-b1ba-13c7d3d830b2.html,7b8067e63eb8e1ff2617450c34a13319
重庆市开州区国有建设用地使用权挂牌出让公告,2019/9/30,,,,,,,,,,,,,,,,,,,2019年10月21日15时30分,2019年10月21日15时30分,,,,2020/4/28 14:10,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191108/8e2dbf5b-07f4-4e4d-817f-40fbab291186.html,a7c65163537b2a3c3ac29f95b46e870e
江津区支坪镇B1-2/01号-02地块国有建设用地使用权公开出让公告,2019/9/30,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘交易中心大楼|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191008/93a10e98-1453-485c-97eb-ea7bd1985cb4.html,cea078f64b0d11514936cbf73ab6fdff
梁平区国有建设用地使用权出让（LP-1-389）,2019/9/30,,|工业用地,,,,,,,|LP-1-389号,,,,,,,,,,,,,,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191105/908eea72-62e6-48b3-a6d8-40008e7d4d60.html,7f29ee8d87e0049eda7bdb4d37d69b29
江津区双福工业园C02-2/04号地块国有建设用地使用权公开出让公告,2019/9/30,,|二类居住用地,,,,,,|13600,,,,,,,,,,,,,几江街道大西门转盘交易中心大楼|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191008/3ca90791-6818-46d0-9e8b-3f367595a9e8.html,9d3380e213eaeaf7e3c4d8a3c09f1899
奉节县西部新区在建中医院东侧(FJ-14-121)地块国有建设用地使用权出让,2019/9/30,|                  奉节县西部新区冒峰社区                         ,,|2616平方米,,,,,,|                  FJ-14-121                 ,,,|                  万元/公顷                 ,,, 2019年9月30日至 2019年10月22日12时00分前,,,,,,奉节县公共资源交易中心,交易中心023-56683395 县规划自然资源局023-56551210,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191008/1a670510-444d-4bb6-a03c-5e6e7173fd6c.html,748f5169ecdd36caed7b79a445dc4574
江津区支坪镇B1-2/01号-03地块国有建设用地使用权公开出让公告,2019/9/30,,,,,,,,,,,,,,,,,,,,,几江街道大西门转盘交易中心大楼|江津区几江街道水木年华步行街津华大厦二楼,023-47557787| 023-47217310,,2020/4/28 14:11,https://www.cqggzy.com/xxhz/014004/014004001/014004001001/20191008/b03104c2-3c03-40b0-9742-231cee025255.html,6a87ee1875be55070758622db29316d2
