administration,parcelLocation,totalArea,landPurpose,signTime,projectName,projectLocation,area,landSource,supplyType,landUsegeTerm,classification,landLevel,transferPrice,issue,paymentDate,paymentAmount,remark,landHolder,plotRatioUP,plotRatioLOWER,agreedDeliveryTime,agreedStartTime,agreedCompletionTime,actualStartTime,actualCompletionTime,approvedUnit,contractTime,crawlingTime,url,md5Mark,
清远市本级,清远市清城区源潭镇秀溪村银英公路边,1.4258,中低价位、中小套型普通商品住房用地,2010-01-20,清远源隆置业有限公司,清远市清城区源潭镇秀溪村银英公路边,1.4258,现有建设用地,挂牌出让,40,房地产业,房地产业土地级别：未评估地区,586,1|,2010-02-04,586|, ,清远源隆置业有限公司,,1.56,2019-11-20,2020-11-20,2023-11-20,,,清远市人民政府,2010-01-20,2020-04-15 11:29:13,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921342227&__boxModel__=true&op=page_content&sessionID=71051&pn=1,b66b2e7ca11252fb7b1fa91fbaea1942,
肇庆市本级,肇庆高新区凤岗工业园科技大街北面、北江大道西面,23.318876,工业用地,2015-12-21,肇庆维龙仓储有限公司,肇庆高新区凤岗工业园科技大街北面、北江大道西面,23.318876,新增建设用地,挂牌出让,50,仓储业,仓储业土地级别：十级,5555,1|,2016-01-10,5555|, ,肇庆维龙仓储有限公司,1,,2016-01-11,2019-04-20,2021-04-20,,,肇庆市人民政府,2015-12-21,2020-04-15 11:29:14,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921342940&__boxModel__=true&op=page_content&sessionID=8740&pn=1,0ed2f36713a6b78e234da56b6e35e3f5,
中山市本级,板芙镇板芙村,0.032,公路用地,2018-12-21,中山市智能制造装备产业园道路工程,板芙镇板芙村,0.032,新增建设用地,划拨,,道路运输业,道路运输业土地级别：五级,0,,,,,中山市板芙镇城市建设投资有限公司,,,2019-06-21,2020-06-21,2022-06-21,,,中山市人民政府,2018-12-21,2020-04-15 11:29:15,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921343537&__boxModel__=true&op=page_content&sessionID=58656&pn=1,7167639f34497b49d3c29995817098ab,
连平县,连平县隆街物流园区26号地块,0.8148,其他普通商品住房用地,2016-11-07,叶建庭建设项目,连平县隆街物流园区26号地块,0.8148,新增建设用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40,房地产业,房地产业土地级别：未评估地区,343.8456,1|2|,2016-09-22|2016-10-28,150|193.8456|,  ,叶建庭,1,2,2019-01-11,2019-01-11,2022-01-10,2019-06-06,,连平县人民政府,2016-11-07,2020-04-15 11:29:19,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921348000&__boxModel__=true&op=page_content&sessionID=36679&pn=1,ce92593c12dc01ba2d2aa0d5fc153a8c,
深圳市本级, 龙岗区宝龙工业城,1.288103,工业用地,2016-05-31,招拍挂2015-20D-0002,龙岗区宝龙工业城,1.288103,现有建设用地,挂牌出让,30,房地产业,房地产业土地级别：五级,3735,1|,2016-05-31,3735|, ,中广核研究院有限公司,1,1.9,2016-05-31,2017-05-31,2019-05-30,2017-08-29,,深圳市人民政府,2016-05-31,2020-04-15 11:29:20,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921348746&__boxModel__=true&op=page_content&sessionID=93174&pn=1,2ec68a4920da2dbec61cdf1c59353ff3,
吴川市,吴川市梅录街道东升街49号,0.031899,教育用地,2020-01-08,宿舍,吴川市梅录街道东升街49号,0.031899,现有建设用地,划拨,,教育业,教育业土地级别：十级,,,,,,吴川市第二中学,,2,2020-02-08,2021-01-08,2023-01-08,,,吴川市人民政府,2020-01-08,2020-04-15 11:29:21,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921350100&__boxModel__=true&op=page_content&sessionID=3243&pn=1,688d0cf940e097aa877fb113e1e0e772,
珠海市本级,珠海高栏港经济区石油化工区石化五路西北侧、平湾二路西南侧,7.969836,工业用地,2020-01-06,废弃资源和废旧材料回收加工业,珠海高栏港经济区石油化工区石化五路西北侧、平湾二路西南侧,7.969836,现有建设用地,挂牌出让,50,废弃资源和废旧材料回收加工业,废弃资源和废旧材料回收加工业土地级别：四级,3945.0689,1|,2020-02-05,3945.0689|, ,珠海汇华环保技术有限公司,0.7,1.8,2020-03-06,2021-03-06,2024-03-06,,,珠海市人民政府,2020-01-06,2020-04-15 11:29:23,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921352179&__boxModel__=true&op=page_content&sessionID=91451&pn=1,9cdb357406701721b07141662e1d52ba,
南海区,南海区狮山镇官窑前进路地段C4地块,2.08623,工业用地,2012-12-28,工业用地,南海区狮山镇官窑前进路地段C4地块,2.08623,新增建设用地,挂牌出让,50,金属制品业,金属制品业土地级别：五级,701,1|,2013-01-27,701|, ,佛山吉通汽车零部件有限责任公司,0.8,2.5,2012-12-28,2013-12-28,2014-12-28,2013-12-20,,佛山市人民政府,2012-12-28,2020-04-15 11:29:23,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921352903&__boxModel__=true&op=page_content&sessionID=89549&pn=1,3c476cdfefcfe0c6e6c65fe09e587d44,
龙门县,龙门县龙潭镇左潭村,1.065484,医疗卫生用地,2020-03-12,龙门县龙潭镇中心卫生院建设项目用地,龙门县龙潭镇左潭村,1.065484,新增建设用地,划拨,,卫生,卫生土地级别：十一级,,,,,,龙门县龙潭镇中心卫生院,,1.5,2020-04-12,2021-04-12,2024-04-12,,,龙门县自然资源局人民政府,2020-03-12,2020-04-15 11:29:26,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921355597&__boxModel__=true&op=page_content&sessionID=54089&pn=1,e65dc1e9d34066565de9fae2fc8c68a5,
新会区,崖门镇崖南下环围（土名）,17.4456,仓储用地,2017-11-10,堆放场,崖门镇崖南下环围（土名）,17.4456,新增建设用地,租赁,,仓储业,仓储业土地级别：五级,628.0416,1|2|3|,2018-06-01|2019-06-01|2020-06-01,209.3472|209.3472|209.3472|,   ,,,,2017-12-01,2018-12-01,2019-12-01,,,,2017-11-10,2020-04-15 11:29:27,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921356360&__boxModel__=true&op=page_content&sessionID=5834&pn=1,67d52f005495dd148fa1fe5761130b42,
顺德区,均安镇仓门居委会常安路13号,0.131436,公用设施用地,2020-02-11,均安镇仓门广场项目,均安镇仓门居委会常安路13号,0.131436,现有建设用地,划拨,,公共设施管理业,公共设施管理业土地级别：一级,0,,,,,佛山市顺德区均安镇仓门股份合作经济社,,,2022-12-30,2023-12-29,2025-12-29,,,佛山市自然资源局人民政府,2020-02-11,2020-04-15 11:29:27,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921357039&__boxModel__=true&op=page_content&sessionID=58006&pn=1,d8f9f5c3c2deb3c2d2bde69330dc1155,
揭东县,揭东区玉滘镇桥头村铁路顶地段（中德金属生态城）,1.45584,工业用地,2015-12-08,揭东区玉滘镇桥头村铁路顶地段（中德金属生态城）国有建设用地使用权挂牌出让,揭东区玉滘镇桥头村铁路顶地段（中德金属生态城）,1.45584,新增建设用地,挂牌出让,50,公共设施管理业,公共设施管理业土地级别：十级,426,1|,2016-01-07,426|, ,中德金属集团有限公司,1,1,2016-02-29,2018-02-28,2020-02-28,2019-02-28,,揭东区人民政府,2015-12-08,2020-04-15 11:29:28,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921357760&__boxModel__=true&op=page_content&sessionID=78414&pn=1,5e213f00e088cf1e89e06e5ccda70d8f,
深圳市本级,龙岗区龙岗街道,0.300064,公共设施用地,2009-12-30,同乐片区文体活动中心用地土地,龙岗区龙岗街道,0.300064,新增建设用地,协议出让,50,居民服务业,居民服务业土地级别：五级,0.0001,1|,2009-12-30,0.0001|, ,深圳市龙岗区龙岗街道办事处,0,1,2009-12-31,2010-12-29,2011-12-30,2010-05-25,,深圳市人民政府,2009-12-30,2020-04-15 11:29:28,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921358238&__boxModel__=true&op=page_content&sessionID=45494&pn=1,a77dd6588669c874fb523306151a56a9,
中山市本级,南朗镇南朗村,0.9999,医卫慈善用地,2015-11-30,南朗医院,南朗镇南朗村,0.9999,新增建设用地,划拨,,卫生,卫生土地级别：五级,0,,,,,中山市南朗医院,,1.5,2016-06-30,2019-06-30,2021-06-30,,,中山市人民政府,2015-11-30,2020-04-15 11:29:29,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921358873&__boxModel__=true&op=page_content&sessionID=76941&pn=1,0b91411f9ba852272a2869ede7b23ce1,
澄海区,澄海区凤翔街道海围片风雅西路东南面、区间路西北侧,0.35442,工业用地,2016-03-07,工业用地,澄海区凤翔街道海围片风雅西路东南面、区间路西北侧,0.35442,新增建设用地,挂牌出让,50,工艺品及其他制造业,工艺品及其他制造业土地级别：八级,323.13,1|,2016-04-06,323.13|, ,汕头市澄海区环博塑料玩具厂,1,3.5,2016-04-06,2019-05-29,2021-05-29,,,汕头市澄海区人民政府,2016-03-07,2020-04-15 11:29:31,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921360642&__boxModel__=true&op=page_content&sessionID=86479&pn=1,f433735f89eae7020c0ab83dc786f6f3,
深圳市本级,龙岗坂田,2.354602,工业用地,2007-03-09,昊商坂雪岗工业区项目,龙岗坂田,2.354602,现有建设用地,协议出让,50,专业技术服务业,专业技术服务业土地级别：五级,1408.59,1|,2007-03-09,1408.59|, ,深圳市骏商防伪技术有限公司,,1.5,2007-03-10,2020-03-15,2021-03-15,,,深圳市人民政府,2007-03-09,2020-04-15 11:29:32,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921362068&__boxModel__=true&op=page_content&sessionID=60187&pn=1,e50d23b1b34e435617e86ff0bb53ec64,
深圳市本级,龙岗区布吉街道,3.6695,工业用地,2010-01-27,家电产业基地地块8,龙岗区布吉街道,3.6695,新增建设用地,挂牌出让,50,其它,其它土地级别：五级,2498.03,1|,2010-01-27,2498.03|, ,深圳市联创科技集团有限公司,,2.2,2010-01-28,2011-01-26,2013-01-26,2011-09-22,,深圳市人民政府,2010-01-27,2020-04-15 11:29:33,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921362537&__boxModel__=true&op=page_content&sessionID=55169&pn=1,f3acebbd995f54815b04befb25f023e1,
中山市本级,神湾镇神湾大道中,0.25985,机关团体用地,2010-03-08,关于中山市劳动和社会保障局神湾分局申请划拨土地作公共建筑用地的批复,神湾镇神湾大道中,0.25985,现有建设用地,划拨,,国家机构,国家机构土地级别：五级,1.9489,,,,,中山市劳动和社会保障局神湾分局,0,3,2010-03-08,2010-09-08,2012-03-08,2010-09-06,2013-06-11,中山市人民政府,2010-03-08,2020-04-15 11:29:35,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921364410&__boxModel__=true&op=page_content&sessionID=91761&pn=1,a5589c940523ace0e26948ad057d9645,
揭东县,揭东县城西一路缶灶路段,1.07014,其他普通商品住房用地,2011-08-23,揭阳市柏兴房地产开发有限公司改变用途,揭东县城西一路缶灶路段,1.07014,现有建设用地,协议出让,55.7,房地产业,房地产业土地级别：十四等级,202.2565,1|,2011-08-30,202.2565|, ,揭阳市柏兴房地产开发有限公司,3.9,3.3,,,,,,揭东县人民政府,2011-08-23,2020-04-15 11:29:36,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921365009&__boxModel__=true&op=page_content&sessionID=10046&pn=1,7fe46c238a80cead474ab896a84763ef,
肇庆市本级,肇庆高新区凤岗工业园科技大街北面、北江大道西面地段,32.334124,工业用地,2015-12-21,肇庆市海王健康生物科技有限公司,肇庆高新区凤岗工业园科技大街北面、北江大道西面地段,32.334124,新增建设用地,拍卖出让,50,食品制造业,食品制造业土地级别：十级,8000,1|,2016-01-10,8000|, ,肇庆市海王健康生物科技有限公司,1,,2016-01-11,2017-01-11,2019-01-11,2017-10-22,,肇庆市人民政府,2015-12-21,2020-04-15 11:29:36,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921365752&__boxModel__=true&op=page_content&sessionID=47496&pn=1,3958c218ebfb4038d8c5d02f0d2dd718,
深圳市本级,大鹏新区葵涌街道,1.282276,公路用地,2010-01-26,葵涌街道丰树山南路,大鹏新区葵涌街道,1.282276,新增建设用地(来自存量库),划拨,,城市公共交通业,城市公共交通业土地级别：四级,,,,,,深圳市龙岗区葵涌街道办事处,,,2010-01-26,2011-01-25,2013-01-25,2011-01-25,,广东省国土资源厅人民政府,2010-01-26,2020-04-15 11:29:40,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921370135&__boxModel__=true&op=page_content&sessionID=66527&pn=1,bc5ccbfe0ef1c2b78d925973d7b9e6ec,
顺德区,陈村镇永兴社区居委会青云住宅区1路1巷3号 ,0.008046,其他普通商品住房用地,2017-04-06,(陈村)住宅用途用地,陈村镇永兴社区居委会青云住宅区1路1巷3号,0.008046,现有建设用地,协议出让,70,房地产业,房地产业土地级别：一级,2.33334,1|,2017-05-06,2.33334|, ,吴家炜,,,2017-04-06,,,,,佛山市顺德区人民政府,2017-04-06,2020-04-15 11:29:40,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921370769&__boxModel__=true&op=page_content&sessionID=17583&pn=1,5d6c8fe93f0624a99ab5debd79300083,
博罗县,罗阳镇九村社区上博大湖（土名）地段,0.006,其他普通商品住房用地,2017-04-08,陈俊英拆迁安置地,罗阳镇九村社区上博大湖（土名）地段,0.006,新增建设用地,划拨,,房地产业,房地产业土地级别：一级,,,,,,陈俊英,1,6,2018-04-08,2019-04-08,2021-04-08,,,博罗县人民政府,2017-04-08,2020-04-15 11:29:42,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921372022&__boxModel__=true&op=page_content&sessionID=60836&pn=1,f6dfe474a06e1f210c7b590b1d7a5ad6,
东莞市本级,大岭山镇金桔村大岭山大道,11.2024,公共设施用地,2017-04-12,公共设施,大岭山镇金桔村大岭山大道,11.2024,新增建设用地,划拨,,公共设施管理业,公共设施管理业土地级别：六级,0,,,,,大岭山镇人民政府,,1,2017-04-12,2018-04-12,2020-04-12,2017-10-01,,东莞市人民政府,2017-04-12,2020-04-15 11:29:43,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921374021&__boxModel__=true&op=page_content&sessionID=98934&pn=1,6c7595f4ea1e8068e631ac8c47d6659b,
东莞市本级,中堂镇东泊社区,0.1459,公共设施用地,2017-04-12,公共设施,中堂镇东泊社区,0.1459,新增建设用地,划拨,,公共设施管理业,公共设施管理业土地级别：五级,0,,,,,中堂镇人民政府,,1,2017-04-12,2018-04-12,2020-04-12,2017-05-02,2018-05-02,东莞市人民政府,2017-04-12,2020-04-15 11:29:44,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921374650&__boxModel__=true&op=page_content&sessionID=4470&pn=1,aab0025eaf3321232ab1f027f5f72837,
肇庆市本级,肇庆市端州区黄岗街道办河旁村委会河旁村东侧86区,0.0195,其他普通商品住房用地,2011-04-07,梁庆、梁志华,肇庆市端州区黄岗街道办河旁村委会河旁村东侧86区,0.0195,现有建设用地,协议出让,70,房地产业,房地产业土地级别：三级,12.285,1|,2011-04-07,12.285|, ,梁庆、梁志华,,,,,,,,肇庆市人民政府,2011-04-07,2020-04-15 11:29:46,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921376904&__boxModel__=true&op=page_content&sessionID=49280&pn=1,a08f3f5e00b725ecb3cef007a21cb93a,
深汕合作区,鹅埠深汕西五路西侧、中恒二路南侧,1.00205,工业用地,2017-04-27,工业用地,鹅埠深汕西五路西侧、中恒二路南侧,1.00205,新增建设用地(来自存量库),挂牌出让,50,其它,其它土地级别：一级,281,1|,2017-05-27,281|, ,深汕特别合作区威可特熔断器有限公司,1.5,2,2017-05-27,2017-10-27,2019-04-27,2017-10-26,,深汕特别合作区管理委员会人民政府,2017-04-27,2020-04-15 11:29:47,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921377563&__boxModel__=true&op=page_content&sessionID=61704&pn=1,77c9cca5971e42215d526614d713dfbc,
深圳市本级,沙井街道,1.243097,中低价位、中小套型普通商品住房用地,2011-04-08,沙井新沙旧城改造项目1-01地块,沙井街道,1.243097,现有建设用地,协议出让,70,房地产业,房地产业土地级别：五级,5146.9699,1|,2011-04-08,5146.9699|, ,深圳市广盛荣投资有限公司,0,3.21,2011-04-09,2012-04-07,2014-10-08,2012-04-07,2016-06-23,深圳市人民政府,2011-04-08,2020-04-15 11:29:48,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921377967&__boxModel__=true&op=page_content&sessionID=81325&pn=1,dbfa2cdfb52e8b84769fa549177edc01,
惠阳区,惠州市惠阳区新圩镇红田村地段,5.8041,公共设施用地,2017-12-19,征地留用地,惠州市惠阳区新圩镇红田村地段,5.8041,新增建设用地,划拨,,公共设施管理业,公共设施管理业土地级别：八级,,,,,,惠州市惠阳区新圩镇红田村红上、红下、黄泥塘经济合作社,,,2017-12-19,2020-12-18,2023-12-18,,,惠阳区人民政府,2017-12-19,2020-04-15 11:29:48,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921378691&__boxModel__=true&op=page_content&sessionID=29165&pn=1,cefb81f5161a1d15a25e26a26588c2e8,
顺德区,容桂街道办事处振华居委会北边街四巷横四巷2号,0.00623,其他普通商品住房用地,2011-04-11,住宅用地,容桂街道办事处振华居委会北边街四巷横四巷2号,0.00623,现有建设用地,协议出让,70,其他服务业,其他服务业土地级别：一级,1.6253,1|,2011-06-10,1.6253|, ,侯兆燕,2.23,,,,,,,佛山市人民政府,2011-04-11,2020-04-15 11:29:49,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921379052&__boxModel__=true&op=page_content&sessionID=32284&pn=1,6210be3224dcc3eb9bd645d41f7c13be,
阳春市,阳春市三甲镇双和村委会三山路东边、三甲三圩小学往北方向上250米处,1.80773,其他普通商品住房用地,2017-09-08,三甲镇圩头朗住宅区,阳春市三甲镇双和村委会三山路东边、三甲三圩小学往北方向上250米处,1.80773,新增建设用地,拍卖出让,70,房地产业,房地产业土地级别：二级,1498.2437,1|,2017-10-08,1498.2437|, ,刘经宁,1,3,2019-11-26,2020-11-26,2023-11-26,,,阳春市人民政府,2017-09-08,2020-04-15 11:29:50,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921379743&__boxModel__=true&op=page_content&sessionID=96280&pn=1,5f0923cbcafad123151ad9ca0e3b2793,
汕尾市本级,汕尾市区金湖路北侧、站前路东侧,14.8216,其他普通商品住房用地,2017-02-08,居住用地兼容商业用地,汕尾市区金湖路北侧、站前路东侧,14.8216,现有建设用地,挂牌出让,批发零售用地40年; 其他普通商品住房用地70,房地产业,房地产业土地级别：未评估地区,31363,1|,2017-02-28,31363|, ,广州番禺海怡房地产开发有限公司,1.5,2.3,2017-02-08,2017-08-08,2019-08-08,2017-08-08,2019-08-08,汕尾市人民政府,2017-02-08,2020-04-15 11:29:51,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1586921381557&__boxModel__=true&op=page_content&sessionID=8262&pn=1,3447eae6c015063901b9889a46ee90bd,
