文件标题, 正文标题, 公告类型, 行政区, 供应公告标题, 发布时间, 出让文件获取时间,出让文件获取地址,保证金截止时间, 确认竞买资格时间, 联系地址, 联系电话, 联系人, 开户单位, 开户银行, 银行账号, 宗地编号,宗地面积, 宗地坐落, 岀让年限, 容积率, 建筑密度(%), 绿地率(%), 建筑限高(米),土地用途, 投资强度, 保证金, 估价报告备案号, 现状土地条件, 起始价, 加价幅度,挂牌截止时间, 挂牌开始时间, 基础设施配套,是否土地平整, 排污设施状况, 备注, 爬取时间, 爬取地址url, 唯一标识, 
广州开发区规划和自然资源局国有土地使用权挂牌出让公告(穗规划资源埔（开）挂出告字[2020]11号),广州开发区规划和自然资源局国有土地使用权挂牌出让公告(穗规划资源埔（开）挂出告字[2020]11号),挂牌,黄埔区,广州开发区规划和自然资源局国有土地使用权挂牌出让公告(穗规划资源埔（开）挂出告字[2020]11号),2020-02-25,2020年02月25日 至 2020年03月16日,http://www.gzggzy.cn ,2020-03-16 17:00,2020-03-21 17:00,,,,,,,,,广州市黄埔区开创大道以西、瑞祥路以南,50年,小于或等于3,,小于或等于20,,,万元/公顷,161万元,,,802万元,20万元,2020-03-27 10:00,2020-03-17 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},1.竞买保证金人民币161万元、港币185万元、美元25万元。2.按《地块配套条件》的交地标准进行移交，详见《国有建设用地使用权出让合同》附件4。3.地块建成后的所有建筑（包括地下建筑及地上建筑）必须整体确权，不得分割转让。,2020-04-17 10:59:30,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092359144&__boxModel__=true&op=page_content&sessionID=12944&pn=1,a22d5996d4aa02bc58d9d1d9f0a9c37c,
博罗县自然资源局国有土地使用权挂牌出让公告(惠公易土博罗[2020]2号),博罗县自然资源局国有土地使用权挂牌出让公告(惠公易土博罗[2020]2号),挂牌,博罗县,博罗县自然资源局国有土地使用权挂牌出让公告(惠公易土博罗[2020]2号),2020-02-22,2020年02月22日 至 2020年03月27日,惠州市公共资源交易中心博罗分中心土地与矿业网上挂牌交易系统（www.blgtjy.com） ,2020-03-27 09:00,2020-03-27 09:00,博罗县罗阳镇商业西街博罗县社会服务中心2号楼3楼,0752-6286631,0752-6286631,,,,,,博罗县湖镇镇埔新经济联合社泽草坑（土名）地段,50年,大于或等于1,,小于或等于20,,,万元/公顷,1469万元,,起始价：,2937万元,45万元,2020-03-27 10:00,2020-03-13 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},1、本宗地按现状挂牌出让，经县财政局核准，确认该宗地上的地上附着物价值为1435.6769万元人民币，已纳入挂牌起始价。2、本宗地块出让产业类型为化学原料和化学制品制造业，项目投资强度不低于380万元/亩，竞得人需承诺固定资产投资总额不低于13630万元人民币或2272万元美元（含地价款），年土地产出率不低于23925万元人民币，年度税收不低于1076万元人民币，并于地块成交之日起10个工作日内签订《地块产业准入条件承诺书》。,2020-04-17 10:59:31,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092359866&__boxModel__=true&op=page_content&sessionID=93024&pn=1,145a2d1b5557c78690e62869aa52a202,
广州开发区规划和自然资源局国有土地使用权挂牌出让公告(穗规划资源埔（开）挂出告字[2020]18号),广州开发区规划和自然资源局国有土地使用权挂牌出让公告(穗规划资源埔（开）挂出告字[2020]18号),挂牌,黄埔区,广州开发区规划和自然资源局国有土地使用权挂牌出让公告(穗规划资源埔（开）挂出告字[2020]18号),2020-04-03,2020年04月03日 至 2020年04月22日,http://www.gzggzy.cn ,2020-04-22 17:00,2020-04-27 17:00,,,,,,,JLGY-C-9,10009平方米,中新广州知识城九龙工业园内，改革大道以西、红卫路以北,50年,大于或等于2并且小于或等于4,小于或等于50,小于或等于20,,工业用地,万元/公顷,187万元,4409120BA0016,,931万元,20万元,2020-05-08 10:00,2020-04-23 09:00,,,,1.竞买保证金人民币187万元、港币210万元、美元30万元。2.按《地块配套条件》的交地标准进行移交，详见《国有建设用地使用权出让合同》附件4。3.地块建成后的所有建筑（包括地下建筑及地上建筑）必须整体确权，不得分割转让。,2020-04-17 10:59:31,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092353257&__boxModel__=true&op=page_content&sessionID=75632&pn=1,acfc7dd7579f978e9e9046f646145573,
德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2020]001号),德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2020]001号),拍卖,德庆县,德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2020]001号),2020-02-22,2020年02月22日 至 2020年03月12日,肇庆市公共资源交易中心德庆分中心网上交易系统(http://ggzy.zhaoqing.gov.cn/) 获取 拍卖 出让文件,,,德庆县德庆大道林业局大楼内,0758-7788639,0758-7788639,,,,,,德庆县官圩农贸市场北侧AB区,70年,大于1并且小于或等于2,,大于或等于30,,,万元/公顷,194万元,,现状土地条件：净地出让,970万元,10万元,,,{JCSSPT},{SFTDPZ},{SFJBPWSS},该宗土地用途为住宅用地(兼容商服用地），其中商服用地使用期限为40年，住宅用地使用期限为70年。按规划要求建设。,2020-04-17 10:59:33,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092362784&__boxModel__=true&op=page_content&sessionID=46797&pn=1,c1288b8c25e5d875e49b4c5137053721,
惠州市自然资源局国有土地使用权挂牌出让公告(惠公易土市直[2020]007号),惠州市自然资源局国有土地使用权挂牌出让公告(惠公易土市直[2020]007号),挂牌,惠州市本级,惠州市自然资源局国有土地使用权挂牌出让公告(惠公易土市直[2020]007号),2020-02-24,2020年02月25日 至 2020年03月30日,,2020-03-30 09:00,2020-03-30 09:00,广东省惠州市江北文华一路2号大隆大厦6楼,（0752）7121026、7121042,（0752）7121026、7121042,,,,,,惠州市南湖公园NH-03地块,50年,大于0并且小于1,,,,,万元/公顷,528万元,,,1760万元,100万元,2020-03-30 10:00,2020-03-16 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},,2020-04-17 10:59:41,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092371375&__boxModel__=true&op=page_content&sessionID=23481&pn=1,2ba2891ff324ec7d0785371be9f093ed,
连州市自然资源局国有土地使用权挂牌出让公告(连公易地挂出[2020]006号),连州市自然资源局国有土地使用权挂牌出让公告(连公易地挂出[2020]006号),挂牌,连州市,连州市自然资源局国有土地使用权挂牌出让公告(连公易地挂出[2020]006号),2020-02-24,2020年02月24日 至 2020年03月25日,http://gtzyjy.qyggzy.cn/portal_lz/ ,2020-03-25 16:00,2020-03-25 16:00,连州市连州镇星河路聚源大厦二楼清远市公共资源交易连州分中心国土资源交易窗口,0763-6668009,0763-6668009,,,,,,连州市家具工业园                            出让年限：            70年            容积率：            大于1并且小于或等于1.2            建筑密度(%)：            小于或等于45                             绿地率(%)：            大于或等于15            建筑限高(米)：            小于或等于35            土地用途：            城镇住宅用地                            投资强度：            万元/公顷            保证金：            1503.5万元            估价报告备案号：            4429420BA0009                                                    现状土地条件：该地块已完成征收补偿安置等工作，权属无争议，界址清晰 未设置除土地所有权以外的其他产权。该地块为净地出让，土地平整，基础设施配套有给水、排水、通电、通路、通讯，具备排污设施。                                            起始价：            3007万元            加价幅度：            150万元                                              挂牌开始时间：            2020年03月16日09时00分            挂牌截止时间：            2020年03月27日11时00分                                            基础设施配套：            {JCSSPT}            是否土地平整:            {SFTDPZ}            排污设施状况：            {SFJBPWSS}        \                   排污设施状况说明：            {PWSS_SM}                                       现场照片：            {XCZP}                                       是否“三旧”改造：            {SFSJGZ}                                               备注：            1、出让地块的土地用途为城镇住宅用地兼容商服用地（商业部分须用于开发建设家居建材专业市场）。 2、出让地块的土地,城镇住宅用地70年,大于1并且小于或等于1,,大于或等于15,,,万元/公顷,1503,,现状土地条件：该地块已完成征收补偿安置等工作,3007万元,150万元,2020-03-27 11:00,2020-03-16 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},1、出让地块的土地用途为城镇住宅用地兼容商服用地（商业部分须用于开发建设家居建材专业市场）。 2、出让地块的土地出让年限：城镇住宅用地70年，商服用地40年。,2020-04-17 10:59:42,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092371990&__boxModel__=true&op=page_content&sessionID=37929&pn=1,469080fc5a0fd50f931699e78d2cd47b,
韶关市公共资源交易中心国有土地使用权挂牌出让公告(韶地出让告字[2020]014号),韶关市公共资源交易中心国有土地使用权挂牌出让公告(韶地出让告字[2020]014号),挂牌,新丰县,韶关市公共资源交易中心国有土地使用权挂牌出让公告(韶地出让告字[2020]014号),2020-02-24,2020年02月19日 至 2020年03月23日,韶关市公共资源交易中心 ,2020-03-24 17:00,2020-03-23 17:00,新丰县丰城街道人民东路45号四楼新丰分中心,0751-2198026,0751-2198026,,,,,,新丰县丰城街道丰城大道东82号(花厂、交警大队家属楼及周边地块改造项目),70年,大于1并且小于或等于4,,大于或等于30,,,万元/公顷,1580万元,,场地平整：基本平整,7897万元,10万元,2020-03-24 17:00,2020-03-11 08:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},,2020-04-17 10:59:44,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092373218&__boxModel__=true&op=page_content&sessionID=62953&pn=1,655a2c005364c50a29a9c2a486b68f80,
连州市自然资源局国有土地使用权挂牌出让公告(连公易地挂出[2020]007号),连州市自然资源局国有土地使用权挂牌出让公告(连公易地挂出[2020]007号),挂牌,连州市,连州市自然资源局国有土地使用权挂牌出让公告(连公易地挂出[2020]007号),2020-02-24,2020年02月24日 至 2020年03月25日,http://gtzyjy.qyggzy.cn/portal_lz/ ,2020-03-25 16:00,2020-03-25 16:00,连州市连州镇星河路聚源大厦二楼清远市公共资源交易连州分中心国土资源交易窗口,0763-6668009,0763-6668009,,,,,,连州市家具工业园                            出让年限：            70年            容积率：            大于1并且小于或等于1.8            建筑密度(%)：            小于或等于25                             绿地率(%)：            大于或等于32            建筑限高(米)：            小于或等于60            土地用途：            城镇住宅用地                            投资强度：            万元/公顷            保证金：            1285万元            估价报告备案号：            4429420BA0008                                                    现状土地条件：该地块已完成征收补偿安置等工作，权属无争议，界址清晰 未设置除土地所有权以外的其他产权。该地块为净地出让，土地平整，基础设施配套有给水、排水、通电、通路、通讯，具备排污设施。                                            起始价：            2570万元            加价幅度：            128万元                                              挂牌开始时间：            2020年03月16日09时00分            挂牌截止时间：            2020年03月27日15时00分                                            基础设施配套：            {JCSSPT}            是否土地平整:            {SFTDPZ}            排污设施状况：            {SFJBPWSS}        \                   排污设施状况说明：            {PWSS_SM}                                       现场照片：            {XCZP}                                       是否“三旧”改造：            {SFSJGZ}                                               备注：             1、出让地块的土地用途为城镇住宅用地兼容商服用地（商业部分须用于开发建设家居建材专业市场）。 2、出让地块的土地,城镇住宅用地70年,大于1并且小于或等于1,,大于或等于32,,,万元/公顷,1285万元,,现状土地条件：该地块已完成征收补偿安置等工作,2570万元,128万元,2020-03-27 15:00,2020-03-16 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},1、出让地块的土地用途为城镇住宅用地兼容商服用地（商业部分须用于开发建设家居建材专业市场）。 2、出让地块的土地出让年限：城镇住宅用地70年，商服用地40年。,2020-04-17 10:59:44,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092373755&__boxModel__=true&op=page_content&sessionID=67945&pn=1,376f8a6616acef8cde3dfb5711052ef2,
连州市自然资源局国有土地使用权挂牌出让公告(连公易地挂出[2020]005号),连州市自然资源局国有土地使用权挂牌出让公告(连公易地挂出[2020]005号),挂牌,连州市,连州市自然资源局国有土地使用权挂牌出让公告(连公易地挂出[2020]005号),2020-02-24,2020年02月24日 至 2020年03月25日,http://gtzyjy.qyggzy.cn/portal_lz/ ,2020-03-25 16:00,2020-03-25 16:00,连州市连州镇星河路聚源大厦二楼清远市公共资源交易连州分中心国土资源交易窗口,0763-6668009,0763-6668009,,,,,,连州市家具工业园                            出让年限：            70年            容积率：            大于1并且小于或等于1.2            建筑密度(%)：            小于或等于45                             绿地率(%)：            大于或等于15            建筑限高(米)：            小于或等于35            土地用途：            城镇住宅用地                            投资强度：            万元/公顷            保证金：            1636.5万元            估价报告备案号：            4429420BA0010                                                    现状土地条件：该地块已完成征收补偿安置等工作，权属无争议，界址清晰 未设置除土地所有权以外的其他产权。该地块为净地出让，土地平整，基础设施配套有给水、排水、通电、通路、通讯，具备排污设施。                                            起始价：            3273万元            加价幅度：            163万元                                              挂牌开始时间：            2020年03月16日09时00分            挂牌截止时间：            2020年03月27日10时00分                                            基础设施配套：            {JCSSPT}            是否土地平整:            {SFTDPZ}            排污设施状况：            {SFJBPWSS}        \                   排污设施状况说明：            {PWSS_SM}                                       现场照片：            {XCZP}                                       是否“三旧”改造：            {SFSJGZ}                                               备注：            1、出让地块的土地用途为城镇住宅用地兼容商服用地（商业部分须用于开发建设家居建材专业市场）。2、出让地块的土地,城镇住宅用地70年,大于1并且小于或等于1,,大于或等于15,,,万元/公顷,1636,,现状土地条件：该地块已完成征收补偿安置等工作,3273万元,163万元,2020-03-27 10:00,2020-03-16 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},1、出让地块的土地用途为城镇住宅用地兼容商服用地（商业部分须用于开发建设家居建材专业市场）。2、出让地块的土地出让年限：城镇住宅用地70年，商服用地40年。,2020-04-17 10:59:45,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092374181&__boxModel__=true&op=page_content&sessionID=80029&pn=1,5f786fe5caaab53ea706f4214243efd5,
惠州市自然资源局国有土地使用权挂牌出让公告(惠公易土市直[2020]008号),惠州市自然资源局国有土地使用权挂牌出让公告(惠公易土市直[2020]008号),挂牌,惠州市本级,惠州市自然资源局国有土地使用权挂牌出让公告(惠公易土市直[2020]008号),2020-02-24,2020年02月25日 至 2020年03月30日,,2020-03-30 09:00,2020-03-30 09:00,广东省惠州市江北文华一路2号大隆大厦6楼,（0752）7121026、7121042,（0752）7121026、7121042,,,,,,惠州市河南岸公园HNA46-01-01地块,50年,大于0并且小于1,,,,,万元/公顷,600万元,,,2000万元,100万元,2020-03-30 10:00,2020-03-16 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},,2020-04-17 10:59:46,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092375466&__boxModel__=true&op=page_content&sessionID=65120&pn=1,f853a6e219e8dec3988bcf218b47e815,
连州市自然资源局国有土地使用权挂牌出让公告(连公易地挂出[2020]008号),连州市自然资源局国有土地使用权挂牌出让公告(连公易地挂出[2020]008号),挂牌,连州市,连州市自然资源局国有土地使用权挂牌出让公告(连公易地挂出[2020]008号),2020-02-24,2020年02月24日 至 2020年03月25日,http://gtzyjy.qyggzy.cn/portal_lz/ ,2020-03-25 16:00,2020-03-25 16:00,连州市连州镇星河路聚源大厦二楼清远市公共资源交易连州分中心国土资源交易窗口,0763-6668009,0763-6668009,,,,,,连州市家具工业园,50年,等于1,,大于或等于40,,,万元/公顷,34,,现状土地条件：该地块已完成征收补偿安置等工作,69万元,3万元,2020-03-27 16:00,2020-03-16 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},,2020-04-17 10:59:47,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092376106&__boxModel__=true&op=page_content&sessionID=79198&pn=1,85b7ae808e2bee84b1d27920ee4a2cbb,
广州开发区规划和自然资源局国有土地使用权挂牌出让公告(穗规划资源埔（开）挂出告字[2020]09号),广州开发区规划和自然资源局国有土地使用权挂牌出让公告(穗规划资源埔（开）挂出告字[2020]09号),挂牌,黄埔区,广州开发区规划和自然资源局国有土地使用权挂牌出让公告(穗规划资源埔（开）挂出告字[2020]09号),2020-02-25,2020年02月10日 至 2020年03月25日,http://www.gzggzy.cn ,2020-03-02 17:00,2020-03-25 17:00,,,,,,,,,广州市黄埔区科学大道以北、开泰大道以西,40年,小于或等于3,,大于或等于35,,,万元/公顷,22796万元,,,113978万元,1000万元,2020-03-13 10:00,2020-03-03 09:00,{JCSSPT},{SFTDPZ},{SFJBPWSS},1.竞买保证金人民币22796万元、港币25440万元、美元3270万元。 2.按《地块配套条件》的交地标准进行移交，详见《国有建设用地使用权出让合同》附件4。3.轨道交通站点轨道及设备用房等设施的建筑面积不纳入规划条件的计算容积率建筑面积内。,2020-04-17 10:59:49,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092378116&__boxModel__=true&op=page_content&sessionID=87381&pn=1,34ca371e483de3c1605c2ec337fe8866,
德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),拍卖,德庆县,德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),2020-02-25,2020年02月25日 至 2020年03月15日,肇庆市公共资源交易中心德庆分中心网上交易系统(http://ggzy.zhaoqing.gov.cn/) 获取 拍卖 出让文件,,,德庆县德庆大道林业局大楼内,0758-7788639,0758-7788639,,,,,,德庆县城工业园区伯马机械公司北侧,50年,大于1,,小于20,,,万元/公顷,90万元,,现状土地条件：净地出让,445万元,10万元,,,{JCSSPT},{SFTDPZ},{SFJBPWSS},,2020-04-17 10:59:50,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092378839&__boxModel__=true&op=page_content&sessionID=57273&pn=1,d037e7c493cb8965f7e19c2a491a483b,
德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),拍卖,德庆县,德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),2020-02-25,2020年02月25日 至 2020年03月15日,肇庆市公共资源交易中心德庆分中心网上交易系统(http://ggzy.zhaoqing.gov.cn/) 获取 拍卖 出让文件,,,德庆县德庆大道林业局大楼内,0758-7788639,0758-7788639,,,,,,德庆县城工业区伯马机械公司东侧,50年,大于1,,小于20,,,万元/公顷,56万元,,现状土地条件：净地出让,276万元,10万元,,,{JCSSPT},{SFTDPZ},{SFJBPWSS},,2020-04-17 10:59:50,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092378839&__boxModel__=true&op=page_content&sessionID=57273&pn=1,d037e7c493cb8965f7e19c2a491a483b,
德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),拍卖,德庆县,德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),2020-02-25,2020年02月25日 至 2020年03月15日,肇庆市公共资源交易中心德庆分中心网上交易系统(http://ggzy.zhaoqing.gov.cn/) 获取 拍卖 出让文件,,,德庆县德庆大道林业局大楼内,0758-7788639,0758-7788639,,,,,,德庆县城工业园区创业路东侧,50年,大于1,,小于20,,,万元/公顷,85万元,,现状土地条件：净地出让,415万元,10万元,,,{JCSSPT},{SFTDPZ},{SFJBPWSS},,2020-04-17 10:59:50,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092378839&__boxModel__=true&op=page_content&sessionID=57273&pn=1,d037e7c493cb8965f7e19c2a491a483b,
德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),拍卖,德庆县,德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),2020-02-25,2020年02月25日 至 2020年03月15日,肇庆市公共资源交易中心德庆分中心网上交易系统(http://ggzy.zhaoqing.gov.cn/) 获取 拍卖 出让文件,,,德庆县德庆大道林业局大楼内,0758-7788639,0758-7788639,,,,,,德庆县工业园园区110KV变电站北侧,50年,大于1,,小于20,,,万元/公顷,88万元,,现状土地条件：净地出让,440万元,10万元,,,{JCSSPT},{SFTDPZ},{SFJBPWSS},,2020-04-17 10:59:50,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092378839&__boxModel__=true&op=page_content&sessionID=57273&pn=1,d037e7c493cb8965f7e19c2a491a483b,
德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),拍卖,德庆县,德庆县自然资源局国有土地使用权拍卖出让公告(德自然资告字[2019]014号),2020-02-25,2020年02月25日 至 2020年03月15日,肇庆市公共资源交易中心德庆分中心网上交易系统(http://ggzy.zhaoqing.gov.cn/) 获取 拍卖 出让文件,,,德庆县德庆大道林业局大楼内,0758-7788639,0758-7788639,,,,,,德庆县城工业园区创业路东侧,50年,大于1,,小于20,,,万元/公顷,61万元,,现状土地条件：净地出让,305万元,10万元,,,{JCSSPT},{SFTDPZ},{SFJBPWSS},,2020-04-17 10:59:50,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587092378839&__boxModel__=true&op=page_content&sessionID=57273&pn=1,d037e7c493cb8965f7e19c2a491a483b,
